mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	depth20	S20	depth21	S21	depth22	S22	depth23	S23	depth24	S24	
-10	138	0.5072463768115942	39	0.5384615384615384	31	0.3870967741935484	255	0.49019607843137253	94	0.5638297872340425	233	0.44635193133047213	398	0.4748743718592965	191	0.5235602094240838	55	0.5818181818181818	23	0.2608695652173913	136	0.47058823529411764	88	0.5568181818181818	78	0.47435897435897434	112	0.4375	171	0.5380116959064327	99	0.46464646464646464	72	0.5138888888888888	98	0.5510204081632653	62	0.41935483870967744	57	0.42105263157894735	108	0.4444444444444444	128	0.515625	48	0.5416666666666666	37	0.7027027027027027	
-11	77	0.4675324675324675	46	0.5217391304347826	45	0.5333333333333333	55	0.5272727272727272	27	0.48148148148148145	71	0.5070422535211268	87	0.4827586206896552	127	0.4094488188976378	33	0.5454545454545454	53	0.5471698113207547	104	0.40384615384615385	84	0.5595238095238095	115	0.5217391304347826	80	0.475	30	0.4	171	0.4853801169590643	65	0.5692307692307692	73	0.4931506849315068	77	0.5064935064935064	149	0.4899328859060403	114	0.5350877192982456	82	0.5121951219512195	176	0.4943181818181818	119	0.4957983193277311	
-12	73	0.4520547945205479	79	0.4810126582278481	20	0.4	73	0.5616438356164384	44	0.5909090909090909	98	0.4489795918367347	267	0.4681647940074906	146	0.4383561643835616	15	0.4666666666666667	33	0.6060606060606061	117	0.5299145299145299	30	0.4	157	0.49044585987261147	34	0.6470588235294118	64	0.5	438	0.4977168949771689	130	0.5	151	0.5298013245033113	47	0.574468085106383	105	0.4857142857142857	90	0.5111111111111111	54	0.6296296296296297	37	0.6756756756756757	272	0.4852941176470588	
-13	297	0.5151515151515151	170	0.5470588235294118	125	0.488	116	0.5	173	0.4624277456647399	201	0.527363184079602	81	0.5679012345679012	47	0.44680851063829785	71	0.4507042253521127	18	0.2777777777777778	86	0.4186046511627907	80	0.5	31	0.5806451612903226	79	0.4810126582278481	155	0.4774193548387097	128	0.5625	21	0.6190476190476191	258	0.49612403100775193	113	0.4778761061946903	166	0.5602409638554217	98	0.5	123	0.4878048780487805	51	0.5098039215686274	88	0.4659090909090909	
-14	265	0.47547169811320755	15	0.5333333333333333	193	0.45077720207253885	199	0.4472361809045226	54	0.5370370370370371	99	0.45454545454545453	115	0.5304347826086957	166	0.45180722891566266	63	0.42857142857142855	174	0.4827586206896552	82	0.5	61	0.47540983606557374	281	0.5195729537366548	100	0.5	130	0.4230769230769231	78	0.41025641025641024	32	0.5	35	0.5428571428571428	37	0.5135135135135135	33	0.24242424242424243	178	0.46629213483146065	57	0.5964912280701754	44	0.5	258	0.5542635658914729	
-15	21	0.38095238095238093	55	0.4909090909090909	66	0.48484848484848486	258	0.5077519379844961	317	0.47003154574132494	61	0.4262295081967213	57	0.3684210526315789	212	0.47641509433962265	47	0.46808510638297873	295	0.5152542372881356	182	0.47802197802197804	46	0.5869565217391305	98	0.5408163265306123	94	0.3723404255319149	173	0.4624277456647399	24	0.375	294	0.4931972789115646	335	0.5044776119402985	44	0.5227272727272727	215	0.5395348837209303	51	0.5882352941176471	269	0.5315985130111525	95	0.5368421052631579	87	0.5517241379310345	
-16	106	0.5283018867924528	15	0.5333333333333333	126	0.48412698412698413	132	0.48484848484848486	163	0.48466257668711654	16	0.5625	64	0.4375	140	0.4714285714285714	466	0.49356223175965663	127	0.49606299212598426	31	0.5483870967741935	79	0.4810126582278481	42	0.47619047619047616	48	0.6041666666666666	44	0.4318181818181818	39	0.48717948717948717	47	0.6170212765957447	126	0.3888888888888889	82	0.5487804878048781	84	0.4642857142857143	55	0.509090909090909	111	0.5315315315315315	89	0.5842696629213483	62	0.5161290322580645	
-17	44	0.38636363636363635	33	0.6060606060606061	45	0.5555555555555556	61	0.4098360655737705	89	0.4606741573033708	57	0.45614035087719296	94	0.5319148936170213	89	0.4606741573033708	33	0.36363636363636365	41	0.4146341463414634	60	0.38333333333333336	45	0.5111111111111111	78	0.5512820512820513	63	0.3968253968253968	106	0.5377358490566038	83	0.5903614457831325	35	0.4857142857142857	111	0.43243243243243246	75	0.4666666666666667	158	0.5253164556962026	60	0.5666666666666667	81	0.48148148148148145	34	0.6176470588235294	146	0.547945205479452	
-18	105	0.5238095238095238	57	0.543859649122807	125	0.456	60	0.5333333333333333	51	0.5490196078431373	136	0.5294117647058824	50	0.52	18	0.5	74	0.4864864864864865	68	0.4852941176470588	136	0.5	45	0.4444444444444444	178	0.5449438202247191	55	0.4727272727272727	140	0.5714285714285714	28	0.5	69	0.4927536231884058	267	0.4681647940074906	24	0.375	150	0.4	303	0.504950495049505	94	0.5212765957446809	299	0.47157190635451507	206	0.5631067961165048	
-19	89	0.5056179775280899	30	0.6666666666666666	101	0.48514851485148514	199	0.4371859296482412	55	0.4727272727272727	207	0.4782608695652174	19	0.42105263157894735	49	0.4489795918367347	87	0.5057471264367817	90	0.5888888888888889	81	0.43209876543209874	41	0.5609756097560976	75	0.4666666666666667	103	0.5242718446601942	117	0.4358974358974359	77	0.5844155844155844	85	0.4470588235294118	62	0.5483870967741935	156	0.5256410256410257	58	0.4482758620689655	108	0.5092592592592593	53	0.33962264150943394	68	0.5588235294117647	214	0.5233644859813084	
-20	183	0.4918032786885246	70	0.5571428571428572	38	0.39473684210526316	67	0.6268656716417911	136	0.5	252	0.47619047619047616	27	0.48148148148148145	42	0.6190476190476191	183	0.4426229508196721	56	0.5714285714285714	60	0.48333333333333334	33	0.5151515151515151	75	0.41333333333333333	31	0.45161290322580644	202	0.5247524752475248	126	0.4444444444444444	57	0.49122807017543857	151	0.4966887417218543	79	0.4430379746835443	77	0.4805194805194805	86	0.46511627906976744	70	0.45714285714285713	52	0.5	423	0.5011820330969267	
-21	41	0.4878048780487805	135	0.5481481481481482	32	0.5625	93	0.5806451612903226	285	0.45614035087719296	45	0.4888888888888889	312	0.5224358974358975	68	0.47058823529411764	288	0.5034722222222222	184	0.5163043478260869	23	0.391304347826087	64	0.5625	37	0.35135135135135137	235	0.5106382978723404	32	0.46875	124	0.5645161290322581	41	0.5365853658536586	170	0.5176470588235295	42	0.4523809523809524	116	0.5603448275862069	20	0.4	28	0.4642857142857143	164	0.4451219512195122	66	0.5151515151515151	
-22	83	0.5060240963855421	96	0.5104166666666666	78	0.5641025641025641	142	0.45774647887323944	216	0.4861111111111111	36	0.5555555555555556	137	0.5328467153284672	104	0.47115384615384615	90	0.5	193	0.5077720207253886	80	0.3625	59	0.4067796610169492	36	0.3611111111111111	128	0.5234375	75	0.5466666666666666	74	0.5675675675675675	163	0.50920245398773	27	0.5185185185185185	50	0.4	22	0.5909090909090909	153	0.5163398692810458	120	0.4	97	0.5463917525773195	40	0.375	
-23	40	0.675	189	0.5396825396825397	202	0.5198019801980198	62	0.5645161290322581	216	0.46296296296296297	46	0.5434782608695652	42	0.4523809523809524	44	0.38636363636363635	41	0.5121951219512195	140	0.5357142857142857	162	0.49382716049382713	62	0.5161290322580645	98	0.5510204081632653	26	0.3076923076923077	173	0.5491329479768786	81	0.48148148148148145	144	0.5416666666666666	35	0.5714285714285714	28	0.5	70	0.5571428571428572	188	0.5053191489361702	42	0.5	150	0.52	113	0.39823008849557523	
-24	226	0.5088495575221239	86	0.47674418604651164	39	0.46153846153846156	124	0.5241935483870968	50	0.46	44	0.5681818181818182	72	0.5416666666666666	57	0.5789473684210527	109	0.5504587155963303	43	0.3953488372093023	51	0.39215686274509803	61	0.5409836065573771	179	0.48044692737430167	96	0.53125	50	0.48	94	0.4787234042553192	73	0.4931506849315068	79	0.46835443037974683	44	0.5454545454545454	57	0.5087719298245614	55	0.4909090909090909	148	0.5202702702702703	76	0.5	33	0.48484848484848486	
-25	105	0.4666666666666667	120	0.5416666666666666	110	0.5727272727272728	98	0.47959183673469385	360	0.48055555555555557	28	0.42857142857142855	131	0.4351145038167939	88	0.4659090909090909	78	0.3974358974358974	124	0.5	16	0.375	76	0.5	41	0.3902439024390244	63	0.4444444444444444	17	0.5294117647058824	103	0.5048543689320388	97	0.4329896907216495	75	0.4266666666666667	90	0.4444444444444444	41	0.43902439024390244	110	0.4	127	0.49606299212598426	73	0.4931506849315068	282	0.5177304964539007	
-26	263	0.5095057034220533	202	0.41089108910891087	23	0.34782608695652173	56	0.4642857142857143	184	0.5217391304347826	133	0.49624060150375937	41	0.5121951219512195	22	0.22727272727272727	62	0.46774193548387094	67	0.4626865671641791	38	0.631578947368421	36	0.4444444444444444	181	0.4585635359116022	46	0.45652173913043476	44	0.5681818181818182	128	0.40625	175	0.4742857142857143	66	0.5151515151515151	177	0.5310734463276836	29	0.3448275862068966	20	0.45	87	0.5287356321839081	59	0.423728813559322	200	0.485	
-27	119	0.5378151260504201	333	0.5195195195195195	77	0.4675324675324675	88	0.48863636363636365	114	0.5175438596491229	227	0.5154185022026432	97	0.5154639175257731	148	0.5067567567567568	106	0.5188679245283019	116	0.5086206896551724	190	0.531578947368421	22	0.45454545454545453	73	0.4931506849315068	161	0.4906832298136646	230	0.4956521739130435	227	0.5110132158590308	176	0.4715909090909091	65	0.4307692307692308	132	0.44696969696969696	63	0.3968253968253968	150	0.49333333333333335	24	0.5416666666666666	185	0.4918918918918919	198	0.5303030303030303	
-28	37	0.35135135135135137	170	0.43529411764705883	102	0.5196078431372549	45	0.4	30	0.5	57	0.5087719298245614	32	0.5	231	0.5238095238095238	119	0.44537815126050423	31	0.45161290322580644	95	0.5052631578947369	225	0.4666666666666667	87	0.4942528735632184	172	0.46511627906976744	23	0.43478260869565216	54	0.5	95	0.4105263157894737	170	0.5235294117647059	63	0.5555555555555556	97	0.422680412371134	24	0.75	111	0.5045045045045045	147	0.54421768707483	23	0.6521739130434783	
-29	87	0.4827586206896552	230	0.5217391304347826	52	0.5	77	0.4805194805194805	159	0.5345911949685535	92	0.45652173913043476	74	0.6486486486486487	78	0.46153846153846156	78	0.5128205128205128	43	0.46511627906976744	26	0.38461538461538464	203	0.4975369458128079	79	0.4810126582278481	186	0.45161290322580644	87	0.6666666666666666	33	0.45454545454545453	94	0.425531914893617	77	0.4805194805194805	130	0.5461538461538461	33	0.45454545454545453	196	0.4336734693877551	168	0.5	88	0.4431818181818182	26	0.5384615384615384	
-30	47	0.46808510638297873	231	0.4199134199134199	114	0.4824561403508772	143	0.4195804195804196	84	0.42857142857142855	81	0.5555555555555556	209	0.5023923444976076	19	0.5263157894736842	96	0.4479166666666667	169	0.5443786982248521	32	0.5	148	0.4391891891891892	54	0.4074074074074074	163	0.5705521472392638	23	0.43478260869565216	18	0.5555555555555556	52	0.46153846153846156	98	0.40816326530612246	102	0.5392156862745098	149	0.5234899328859061	17	0.5294117647058824	93	0.45161290322580644	99	0.5555555555555556	201	0.47761194029850745	
-31	173	0.4797687861271676	35	0.45714285714285713	153	0.5882352941176471	73	0.4794520547945205	41	0.5365853658536586	164	0.524390243902439	106	0.5094339622641509	98	0.5	154	0.487012987012987	85	0.5058823529411764	190	0.5210526315789473	34	0.4411764705882353	166	0.4819277108433735	94	0.44680851063829785	229	0.5327510917030568	54	0.46296296296296297	80	0.5	304	0.48026315789473684	188	0.44148936170212766	79	0.4810126582278481	215	0.5302325581395348	82	0.5	175	0.38857142857142857	75	0.48	
-32	149	0.5436241610738255	124	0.5483870967741935	131	0.5267175572519084	78	0.5	65	0.5076923076923077	166	0.43373493975903615	56	0.39285714285714285	86	0.45348837209302323	61	0.47540983606557374	56	0.4642857142857143	50	0.38	59	0.559322033898305	44	0.38636363636363635	74	0.47297297297297297	147	0.5238095238095238	138	0.4927536231884058	46	0.41304347826086957	344	0.49709302325581395	88	0.5340909090909091	51	0.4117647058823529	67	0.40298507462686567	113	0.5309734513274337	96	0.4270833333333333	67	0.4925373134328358	
-33	77	0.37662337662337664	120	0.6	158	0.5126582278481012	316	0.5443037974683544	128	0.5234375	156	0.5512820512820513	66	0.4393939393939394	52	0.5384615384615384	48	0.4166666666666667	102	0.4411764705882353	116	0.47413793103448276	23	0.6521739130434783	46	0.5652173913043478	33	0.6060606060606061	253	0.48616600790513836	334	0.5269461077844312	131	0.4961832061068702	101	0.5445544554455446	278	0.5071942446043165	150	0.47333333333333333	163	0.49079754601226994	183	0.453551912568306	63	0.6349206349206349	235	0.5276595744680851	
-34	95	0.4105263157894737	170	0.5	196	0.45408163265306123	50	0.5	50	0.56	71	0.4788732394366197	50	0.5	81	0.4691358024691358	127	0.47244094488188976	169	0.5207100591715976	134	0.4925373134328358	256	0.44140625	84	0.5476190476190477	85	0.5176470588235295	109	0.5596330275229358	59	0.3898305084745763	19	0.631578947368421	73	0.3698630136986301	40	0.45	187	0.5187165775401069	115	0.5130434782608696	111	0.4594594594594595	240	0.44166666666666665	34	0.5588235294117647	
-35	269	0.49814126394052044	21	0.5714285714285714	83	0.4939759036144578	92	0.44565217391304346	38	0.3684210526315789	43	0.5116279069767442	152	0.4605263157894737	80	0.5125	136	0.4264705882352941	93	0.44086021505376344	67	0.6567164179104478	55	0.5272727272727272	51	0.49019607843137253	74	0.4864864864864865	66	0.4696969696969697	41	0.4878048780487805	71	0.5492957746478874	41	0.5365853658536586	32	0.46875	25	0.56	59	0.423728813559322	221	0.49321266968325794	26	0.4230769230769231	40	0.45	
-36	89	0.4606741573033708	124	0.47580645161290325	141	0.41843971631205673	128	0.546875	28	0.6071428571428571	89	0.3595505617977528	105	0.5142857142857142	233	0.5236051502145923	122	0.4918032786885246	44	0.3409090909090909	16	0.5625	224	0.5044642857142857	155	0.5096774193548387	62	0.5	48	0.5	48	0.625	162	0.5555555555555556	102	0.49019607843137253	73	0.4246575342465753	62	0.46774193548387094	79	0.5443037974683544	54	0.5185185185185185	122	0.5491803278688525	244	0.4959016393442623	
-37	66	0.42424242424242425	66	0.42424242424242425	52	0.5576923076923077	70	0.5571428571428572	85	0.4823529411764706	65	0.5692307692307692	114	0.5087719298245614	172	0.5116279069767442	45	0.4666666666666667	23	0.43478260869565216	65	0.6153846153846154	60	0.6666666666666666	84	0.42857142857142855	61	0.5245901639344263	56	0.4107142857142857	99	0.45454545454545453	46	0.34782608695652173	26	0.38461538461538464	104	0.46153846153846156	30	0.6333333333333333	94	0.5425531914893617	112	0.5446428571428571	80	0.525	52	0.5384615384615384	
-38	192	0.46875	139	0.41007194244604317	36	0.4444444444444444	70	0.5142857142857142	114	0.5789473684210527	221	0.4841628959276018	53	0.6415094339622641	155	0.432258064516129	49	0.5306122448979592	132	0.45454545454545453	135	0.5037037037037037	43	0.5813953488372093	72	0.4861111111111111	397	0.4987405541561713	213	0.4788732394366197	70	0.5142857142857142	135	0.45925925925925926	263	0.4828897338403042	110	0.4727272727272727	262	0.49236641221374045	61	0.4918032786885246	52	0.5	95	0.5473684210526316	37	0.5675675675675675	
-39	31	0.5161290322580645	184	0.4891304347826087	234	0.48717948717948717	20	0.6	254	0.484251968503937	80	0.425	87	0.5402298850574713	250	0.48	153	0.5163398692810458	150	0.44	89	0.550561797752809	64	0.5	98	0.5306122448979592	144	0.6111111111111112	46	0.5217391304347826	114	0.4824561403508772	126	0.5158730158730159	71	0.5211267605633803	61	0.4426229508196721	39	0.4358974358974359	41	0.4634146341463415	405	0.4740740740740741	204	0.4950980392156863	127	0.4881889763779528	
-40	82	0.47560975609756095	22	0.5	118	0.5084745762711864	80	0.475	29	0.3103448275862069	266	0.5037593984962406	30	0.5	92	0.5	23	0.5217391304347826	46	0.5217391304347826	37	0.5405405405405406	35	0.2857142857142857	39	0.6410256410256411	82	0.5	51	0.45098039215686275	202	0.4900990099009901	105	0.5428571428571428	155	0.5161290322580645	153	0.5751633986928104	47	0.3404255319148936	115	0.5478260869565217	54	0.5555555555555556	77	0.5194805194805194	101	0.48514851485148514	
-41	159	0.4968553459119497	35	0.4857142857142857	24	0.5	122	0.5327868852459017	51	0.49019607843137253	121	0.5454545454545454	149	0.48322147651006714	87	0.47126436781609193	226	0.5176991150442478	257	0.5252918287937743	41	0.4878048780487805	26	0.6538461538461539	15	0.6	154	0.5194805194805194	17	0.5882352941176471	54	0.4074074074074074	116	0.4224137931034483	128	0.4765625	126	0.48412698412698413	82	0.43902439024390244	56	0.44642857142857145	99	0.42424242424242425	125	0.52	64	0.484375	
-42	115	0.48695652173913045	57	0.47368421052631576	237	0.5063291139240507	29	0.5172413793103449	94	0.5106382978723404	158	0.47468354430379744	77	0.5324675324675324	139	0.49640287769784175	86	0.5232558139534884	81	0.5925925925925926	98	0.46938775510204084	28	0.4642857142857143	55	0.5454545454545454	160	0.43125	112	0.5714285714285714	38	0.6578947368421053	77	0.4155844155844156	165	0.4727272727272727	140	0.5285714285714286	69	0.4782608695652174	79	0.5822784810126582	25	0.52	119	0.5630252100840336	75	0.48	
-43	98	0.5816326530612245	144	0.4791666666666667	60	0.5	26	0.34615384615384615	73	0.4794520547945205	16	0.5	128	0.4921875	135	0.5111111111111111	38	0.6842105263157895	137	0.5036496350364964	44	0.45454545454545453	164	0.5365853658536586	98	0.4897959183673469	47	0.2978723404255319	184	0.5489130434782609	66	0.5303030303030303	254	0.5196850393700787	48	0.6666666666666666	15	0.5333333333333333	113	0.584070796460177	277	0.4657039711191336	242	0.4669421487603306	47	0.5531914893617021	48	0.3541666666666667	
-44	67	0.5223880597014925	34	0.4117647058823529	127	0.47244094488188976	69	0.5942028985507246	136	0.5073529411764706	43	0.5116279069767442	87	0.5747126436781609	20	0.45	162	0.5	140	0.5214285714285715	141	0.5177304964539007	45	0.5777777777777777	46	0.5	138	0.463768115942029	165	0.43636363636363634	143	0.6293706293706294	94	0.5212765957446809	104	0.46153846153846156	78	0.48717948717948717	129	0.5038759689922481	135	0.5111111111111111	57	0.543859649122807	102	0.5098039215686274	212	0.5377358490566038	
-45	37	0.2972972972972973	148	0.4391891891891892	59	0.3898305084745763	69	0.5797101449275363	78	0.5384615384615384	149	0.48322147651006714	74	0.43243243243243246	43	0.4418604651162791	94	0.5319148936170213	25	0.52	70	0.6142857142857143	125	0.616	106	0.41509433962264153	39	0.46153846153846156	56	0.48214285714285715	33	0.45454545454545453	227	0.4801762114537445	170	0.47058823529411764	61	0.5409836065573771	79	0.5949367088607594	33	0.42424242424242425	461	0.4598698481561822	45	0.4	109	0.47706422018348627	
-46	81	0.5061728395061729	97	0.5567010309278351	111	0.4594594594594595	180	0.5166666666666667	140	0.45714285714285713	22	0.5454545454545454	29	0.3448275862068966	173	0.5202312138728323	186	0.532258064516129	63	0.4444444444444444	145	0.46206896551724136	81	0.49382716049382713	51	0.39215686274509803	127	0.5590551181102362	43	0.4418604651162791	97	0.4639175257731959	67	0.43283582089552236	85	0.4235294117647059	263	0.5285171102661597	28	0.6785714285714286	103	0.5145631067961165	91	0.5164835164835165	274	0.5182481751824818	259	0.47876447876447875	
-47	60	0.6	181	0.4419889502762431	168	0.5595238095238095	83	0.4578313253012048	62	0.532258064516129	122	0.5737704918032787	16	0.4375	47	0.5319148936170213	77	0.5714285714285714	81	0.5061728395061729	75	0.6266666666666667	167	0.5089820359281437	25	0.36	90	0.37777777777777777	58	0.5	106	0.4811320754716981	175	0.4742857142857143	87	0.4482758620689655	79	0.46835443037974683	206	0.4563106796116505	158	0.5822784810126582	84	0.4523809523809524	87	0.5287356321839081	53	0.6792452830188679	
-48	101	0.46534653465346537	116	0.5344827586206896	58	0.5	126	0.5793650793650794	151	0.5033112582781457	26	0.5384615384615384	159	0.48427672955974843	239	0.4769874476987448	47	0.5957446808510638	183	0.5081967213114754	45	0.4444444444444444	260	0.49230769230769234	114	0.49122807017543857	40	0.575	22	0.5454545454545454	72	0.5277777777777778	29	0.6206896551724138	92	0.5	86	0.47674418604651164	180	0.5611111111111111	182	0.5274725274725275	62	0.532258064516129	72	0.5277777777777778	98	0.4897959183673469	
-49	135	0.5259259259259259	106	0.49056603773584906	255	0.5019607843137255	123	0.4634146341463415	74	0.47297297297297297	77	0.5714285714285714	22	0.4090909090909091	171	0.5087719298245614	54	0.5740740740740741	25	0.48	75	0.5066666666666667	188	0.526595744680851	127	0.5433070866141733	63	0.47619047619047616	247	0.4939271255060729	324	0.5185185185185185	49	0.5918367346938775	94	0.46808510638297873	87	0.5172413793103449	61	0.45901639344262296	128	0.4765625	109	0.44954128440366975	48	0.3541666666666667	20	0.45	
-50	109	0.48623853211009177	108	0.49074074074074076	160	0.5	36	0.5	83	0.43373493975903615	147	0.5918367346938775	38	0.3684210526315789	111	0.4774774774774775	223	0.4977578475336323	84	0.4880952380952381	16	0.4375	31	0.3870967741935484	27	0.4444444444444444	58	0.3793103448275862	47	0.5531914893617021	44	0.4772727272727273	44	0.5681818181818182	310	0.5096774193548387	90	0.4444444444444444	131	0.5038167938931297	99	0.494949494949495	110	0.5818181818181818	195	0.4666666666666667	107	0.5420560747663551	
-51	36	0.5555555555555556	97	0.5979381443298969	28	0.39285714285714285	68	0.5735294117647058	73	0.4931506849315068	39	0.5384615384615384	33	0.5454545454545454	104	0.4519230769230769	99	0.43434343434343436	25	0.6	167	0.5568862275449101	61	0.5245901639344263	67	0.4925373134328358	39	0.38461538461538464	30	0.4666666666666667	70	0.5285714285714286	81	0.4691358024691358	59	0.4915254237288136	80	0.5	105	0.42857142857142855	68	0.3088235294117647	51	0.35294117647058826	307	0.5309446254071661	203	0.43842364532019706	
-52	70	0.4142857142857143	69	0.5217391304347826	141	0.5319148936170213	181	0.569060773480663	21	0.6190476190476191	134	0.5074626865671642	48	0.4583333333333333	129	0.4806201550387597	253	0.47035573122529645	106	0.5094339622641509	32	0.53125	26	0.5769230769230769	88	0.5113636363636364	23	0.5217391304347826	100	0.52	119	0.5462184873949579	53	0.5094339622641509	48	0.3958333333333333	183	0.48633879781420764	34	0.4117647058823529	44	0.4318181818181818	288	0.5763888888888888	59	0.5932203389830508	89	0.4157303370786517	
-53	28	0.5	26	0.6538461538461539	75	0.49333333333333335	63	0.5079365079365079	82	0.47560975609756095	68	0.5588235294117647	36	0.4166666666666667	110	0.6363636363636364	20	0.6	34	0.5	53	0.5283018867924528	237	0.5316455696202531	61	0.5737704918032787	32	0.5	86	0.5581395348837209	51	0.45098039215686275	155	0.47096774193548385	38	0.631578947368421	50	0.48	63	0.47619047619047616	157	0.46496815286624205	62	0.5161290322580645	204	0.47058823529411764	68	0.47058823529411764	
