mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	depth20	S20	
-13	109	0.4954128440366973	146	0.5	350	0.4514285714285714	58	0.4827586206896552	31	0.6129032258064516	53	0.49056603773584906	88	0.5340909090909091	24	0.5	104	0.5192307692307693	100	0.5	299	0.431438127090301	111	0.4594594594594595	263	0.4600760456273764	114	0.4824561403508772	75	0.4666666666666667	44	0.2727272727272727	87	0.4942528735632184	166	0.5301204819277109	126	0.5317460317460317	88	0.4659090909090909	
-14	36	0.4444444444444444	83	0.5301204819277109	97	0.5567010309278351	102	0.3333333333333333	47	0.5319148936170213	125	0.496	21	0.5238095238095238	66	0.45454545454545453	59	0.4915254237288136	120	0.45	89	0.5056179775280899	20	0.55	181	0.5524861878453039	315	0.4634920634920635	91	0.5824175824175825	96	0.5625	132	0.6060606060606061	307	0.5504885993485342	66	0.4393939393939394	56	0.5	
-15	21	0.42857142857142855	206	0.44660194174757284	28	0.5714285714285714	67	0.582089552238806	246	0.5650406504065041	55	0.4	24	0.5416666666666666	205	0.5414634146341464	78	0.47435897435897434	51	0.49019607843137253	135	0.5407407407407407	244	0.5122950819672131	26	0.38461538461538464	33	0.3939393939393939	39	0.48717948717948717	64	0.390625	263	0.4866920152091255	58	0.5172413793103449	44	0.45454545454545453	35	0.5142857142857142	
-16	100	0.55	109	0.5321100917431193	124	0.5483870967741935	91	0.4835164835164835	101	0.40594059405940597	119	0.5294117647058824	179	0.5586592178770949	16	0.375	28	0.5357142857142857	106	0.5377358490566038	147	0.5102040816326531	17	0.47058823529411764	111	0.46846846846846846	76	0.6052631578947368	248	0.5282258064516129	108	0.4722222222222222	55	0.43636363636363634	55	0.5272727272727272	215	0.5581395348837209	194	0.5051546391752577	
-17	47	0.5106382978723404	342	0.543859649122807	33	0.6666666666666666	116	0.46551724137931033	147	0.4421768707482993	218	0.5275229357798165	120	0.4666666666666667	247	0.46153846153846156	19	0.3157894736842105	49	0.46938775510204084	40	0.55	31	0.6129032258064516	49	0.5714285714285714	383	0.5065274151436031	317	0.4921135646687697	114	0.5526315789473685	104	0.49038461538461536	156	0.4935897435897436	73	0.5068493150684932	15	0.7333333333333333	
-18	64	0.4375	73	0.5616438356164384	234	0.49145299145299143	87	0.5517241379310345	41	0.5365853658536586	95	0.5578947368421052	68	0.5735294117647058	71	0.6338028169014085	198	0.47474747474747475	65	0.4461538461538462	150	0.44666666666666666	52	0.5576923076923077	268	0.585820895522388	53	0.5094339622641509	87	0.5402298850574713	69	0.43478260869565216	64	0.5	156	0.5	49	0.4489795918367347	358	0.4860335195530726	
-19	65	0.5076923076923077	58	0.4482758620689655	192	0.5208333333333334	197	0.5279187817258884	65	0.4461538461538462	111	0.5315315315315315	106	0.5094339622641509	120	0.525	122	0.5983606557377049	171	0.49707602339181284	23	0.43478260869565216	70	0.4857142857142857	53	0.41509433962264153	209	0.5023923444976076	62	0.4838709677419355	100	0.48	23	0.34782608695652173	107	0.42990654205607476	39	0.358974358974359	64	0.609375	
-20	16	0.375	132	0.45454545454545453	77	0.45454545454545453	164	0.5	299	0.4916387959866221	233	0.5321888412017167	244	0.4918032786885246	210	0.49047619047619045	286	0.5104895104895105	111	0.4954954954954955	45	0.4444444444444444	77	0.5194805194805194	21	0.38095238095238093	162	0.5185185185185185	109	0.5137614678899083	102	0.5686274509803921	320	0.4875	49	0.5306122448979592	104	0.46153846153846156	64	0.53125	
-21	44	0.45454545454545453	162	0.5802469135802469	228	0.5263157894736842	127	0.48031496062992124	87	0.5172413793103449	63	0.5238095238095238	123	0.5609756097560976	35	0.4	40	0.5	92	0.44565217391304346	85	0.5294117647058824	93	0.4946236559139785	61	0.45901639344262296	211	0.4928909952606635	97	0.4948453608247423	198	0.494949494949495	79	0.5063291139240507	38	0.4473684210526316	157	0.445859872611465	99	0.5757575757575758	
-22	30	0.5	16	0.5	128	0.546875	85	0.47058823529411764	40	0.55	304	0.4605263157894737	40	0.575	220	0.55	57	0.5087719298245614	196	0.4744897959183674	58	0.4482758620689655	86	0.5	90	0.4777777777777778	134	0.4925373134328358	18	0.6111111111111112	57	0.5614035087719298	58	0.46551724137931033	44	0.5	33	0.36363636363636365	63	0.6031746031746031	
-23	138	0.5217391304347826	56	0.48214285714285715	185	0.4594594594594595	179	0.4972067039106145	126	0.49206349206349204	102	0.47058823529411764	101	0.46534653465346537	124	0.43548387096774194	221	0.4796380090497738	29	0.6206896551724138	104	0.5096153846153846	172	0.4941860465116279	133	0.556390977443609	233	0.5150214592274678	25	0.6	74	0.5	143	0.5104895104895105	106	0.5188679245283019	58	0.39655172413793105	76	0.5	
-24	44	0.5681818181818182	101	0.4158415841584158	72	0.5138888888888888	105	0.42857142857142855	131	0.45038167938931295	219	0.5525114155251142	47	0.5106382978723404	26	0.5769230769230769	49	0.6326530612244898	136	0.49264705882352944	116	0.5	71	0.38028169014084506	29	0.5517241379310345	118	0.5254237288135594	113	0.5398230088495575	38	0.5263157894736842	223	0.452914798206278	33	0.42424242424242425	15	0.5333333333333333	154	0.5454545454545454	
-25	98	0.6020408163265306	32	0.5	101	0.5643564356435643	213	0.4835680751173709	32	0.4375	84	0.4880952380952381	141	0.48226950354609927	117	0.5726495726495726	34	0.4117647058823529	112	0.5267857142857143	70	0.5714285714285714	37	0.5135135135135135	130	0.5	107	0.5607476635514018	48	0.4166666666666667	255	0.5372549019607843	235	0.48936170212765956	71	0.5211267605633803	75	0.5333333333333333	62	0.4032258064516129	
-26	242	0.47520661157024796	59	0.4576271186440678	212	0.5707547169811321	45	0.4888888888888889	260	0.5192307692307693	119	0.5210084033613446	27	0.4444444444444444	131	0.5038167938931297	162	0.5246913580246914	83	0.3493975903614458	17	0.6470588235294118	32	0.4375	104	0.4807692307692308	84	0.39285714285714285	109	0.5596330275229358	123	0.43089430894308944	50	0.5	15	0.2	349	0.49570200573065903	46	0.5	
-27	109	0.48623853211009177	88	0.5340909090909091	98	0.45918367346938777	194	0.4948453608247423	83	0.4457831325301205	27	0.5185185185185185	89	0.449438202247191	123	0.43089430894308944	19	0.631578947368421	62	0.43548387096774194	154	0.525974025974026	25	0.6	74	0.4594594594594595	165	0.5151515151515151	34	0.5588235294117647	70	0.6571428571428571	220	0.4909090909090909	19	0.2631578947368421	41	0.4634146341463415	190	0.49473684210526314	
-28	34	0.3235294117647059	76	0.4342105263157895	50	0.56	73	0.4657534246575342	42	0.47619047619047616	303	0.48514851485148514	99	0.46464646464646464	35	0.37142857142857144	226	0.46017699115044247	83	0.5301204819277109	72	0.4722222222222222	54	0.4444444444444444	43	0.5116279069767442	162	0.47530864197530864	119	0.5210084033613446	82	0.573170731707317	52	0.38461538461538464	78	0.5256410256410257	62	0.5161290322580645	224	0.5044642857142857	
-29	111	0.5315315315315315	163	0.5276073619631901	128	0.484375	79	0.6075949367088608	180	0.5222222222222223	66	0.5303030303030303	98	0.47959183673469385	157	0.5222929936305732	42	0.6428571428571429	69	0.6086956521739131	53	0.5283018867924528	39	0.6153846153846154	48	0.4375	330	0.43636363636363634	47	0.5106382978723404	132	0.48484848484848486	44	0.4772727272727273	90	0.4777777777777778	151	0.48344370860927155	76	0.5131578947368421	
-30	296	0.4358108108108108	29	0.6551724137931034	112	0.4017857142857143	37	0.5675675675675675	31	0.4838709677419355	46	0.41304347826086957	97	0.5463917525773195	105	0.5047619047619047	27	0.5555555555555556	50	0.62	71	0.5352112676056338	81	0.5679012345679012	77	0.6103896103896104	124	0.4596774193548387	45	0.5333333333333333	169	0.5857988165680473	41	0.4878048780487805	239	0.497907949790795	178	0.5	20	0.6	
-31	169	0.5325443786982249	27	0.37037037037037035	157	0.4968152866242038	58	0.39655172413793105	54	0.5185185185185185	163	0.5766871165644172	66	0.5151515151515151	156	0.4807692307692308	115	0.45217391304347826	96	0.4583333333333333	278	0.49640287769784175	56	0.39285714285714285	73	0.6027397260273972	96	0.5625	80	0.5125	205	0.48292682926829267	103	0.46601941747572817	130	0.5846153846153846	58	0.4482758620689655	328	0.5	
-32	92	0.5978260869565217	63	0.5555555555555556	82	0.5	46	0.5217391304347826	51	0.43137254901960786	165	0.49696969696969695	21	0.6190476190476191	50	0.54	52	0.5769230769230769	30	0.36666666666666664	333	0.5015015015015015	19	0.47368421052631576	30	0.3	213	0.49295774647887325	99	0.5454545454545454	94	0.4574468085106383	70	0.4714285714285714	55	0.5454545454545454	258	0.46124031007751937	26	0.4230769230769231	
-33	170	0.4823529411764706	94	0.5425531914893617	67	0.3880597014925373	72	0.5277777777777778	70	0.5428571428571428	65	0.4307692307692308	189	0.4708994708994709	36	0.5	103	0.47572815533980584	242	0.5371900826446281	35	0.5142857142857142	34	0.38235294117647056	28	0.5	235	0.5361702127659574	30	0.43333333333333335	132	0.4393939393939394	130	0.5153846153846153	79	0.5063291139240507	64	0.46875	26	0.5	
-34	40	0.5	105	0.5428571428571428	104	0.40384615384615385	79	0.4177215189873418	164	0.5365853658536586	238	0.4831932773109244	121	0.4297520661157025	53	0.5849056603773585	71	0.5633802816901409	91	0.4945054945054945	72	0.4305555555555556	156	0.5384615384615384	33	0.42424242424242425	245	0.46122448979591835	181	0.5082872928176796	24	0.5833333333333334	55	0.5636363636363636	80	0.5375	62	0.45161290322580644	21	0.42857142857142855	
-35	90	0.5666666666666667	178	0.5	97	0.5360824742268041	21	0.38095238095238093	76	0.4868421052631579	91	0.4945054945054945	25	0.36	17	0.5882352941176471	212	0.5424528301886793	31	0.6129032258064516	96	0.5208333333333334	29	0.41379310344827586	189	0.42328042328042326	24	0.7083333333333334	128	0.484375	77	0.4675324675324675	51	0.47058823529411764	62	0.5967741935483871	26	0.5384615384615384	358	0.5391061452513967	
-36	46	0.5869565217391305	16	0.3125	62	0.46774193548387094	96	0.6458333333333334	188	0.5053191489361702	235	0.48936170212765956	23	0.4782608695652174	27	0.37037037037037035	242	0.4793388429752066	403	0.49627791563275436	29	0.41379310344827586	82	0.4878048780487805	40	0.425	72	0.4722222222222222	28	0.5714285714285714	247	0.46558704453441296	110	0.44545454545454544	42	0.5238095238095238	194	0.5721649484536082	17	0.47058823529411764	
-37	268	0.5186567164179104	87	0.5402298850574713	25	0.56	109	0.45871559633027525	213	0.4694835680751174	145	0.46206896551724136	98	0.6224489795918368	55	0.43636363636363634	60	0.4166666666666667	168	0.4642857142857143	73	0.5616438356164384	32	0.59375	125	0.552	35	0.4857142857142857	133	0.49624060150375937	63	0.3333333333333333	103	0.47572815533980584	141	0.5177304964539007	158	0.5316455696202531	111	0.42342342342342343	
-38	53	0.5094339622641509	55	0.509090909090909	71	0.43661971830985913	41	0.4878048780487805	80	0.4375	218	0.45871559633027525	257	0.5058365758754864	69	0.5072463768115942	271	0.45018450184501846	70	0.5428571428571428	42	0.5714285714285714	293	0.515358361774744	151	0.4768211920529801	193	0.46113989637305697	275	0.52	98	0.5306122448979592	74	0.3783783783783784	74	0.4864864864864865	44	0.38636363636363635	25	0.52	
-39	45	0.4222222222222222	115	0.5304347826086957	61	0.4262295081967213	80	0.5375	77	0.5454545454545454	94	0.48936170212765956	70	0.5857142857142857	44	0.36363636363636365	28	0.4642857142857143	30	0.6333333333333333	190	0.5473684210526316	54	0.37037037037037035	159	0.5408805031446541	52	0.4423076923076923	44	0.5454545454545454	188	0.5	71	0.4084507042253521	139	0.4676258992805755	125	0.464	71	0.4507042253521127	
-40	78	0.47435897435897434	59	0.3898305084745763	51	0.5686274509803921	204	0.4803921568627451	112	0.5625	73	0.4794520547945205	155	0.432258064516129	114	0.47368421052631576	111	0.4864864864864865	96	0.4375	61	0.4918032786885246	129	0.5038759689922481	23	0.5217391304347826	199	0.49748743718592964	30	0.43333333333333335	47	0.6170212765957447	164	0.5426829268292683	103	0.4368932038834951	190	0.47368421052631576	65	0.5538461538461539	
-41	34	0.47058823529411764	115	0.46956521739130436	71	0.5070422535211268	107	0.4766355140186916	66	0.5	43	0.4418604651162791	205	0.5024390243902439	15	0.6	180	0.5277777777777778	64	0.421875	55	0.5818181818181818	33	0.6060606060606061	186	0.521505376344086	167	0.46107784431137727	25	0.56	29	0.4482758620689655	36	0.4722222222222222	195	0.5435897435897435	198	0.5404040404040404	90	0.5666666666666667	
-42	114	0.5614035087719298	202	0.5297029702970297	179	0.44692737430167595	254	0.48031496062992124	46	0.45652173913043476	54	0.4074074074074074	39	0.46153846153846156	96	0.5104166666666666	94	0.4574468085106383	147	0.5782312925170068	211	0.5165876777251185	52	0.4230769230769231	118	0.559322033898305	225	0.5288888888888889	76	0.39473684210526316	76	0.5657894736842105	98	0.5510204081632653	38	0.5263157894736842	101	0.42574257425742573	94	0.574468085106383	
-43	100	0.49	50	0.46	84	0.42857142857142855	168	0.5	77	0.42857142857142855	156	0.44871794871794873	66	0.36363636363636365	71	0.5633802816901409	91	0.6373626373626373	149	0.4966442953020134	109	0.46788990825688076	134	0.48507462686567165	52	0.36538461538461536	30	0.5333333333333333	249	0.4779116465863454	136	0.5588235294117647	87	0.4827586206896552	73	0.589041095890411	36	0.4166666666666667	85	0.5058823529411764	
-44	97	0.5463917525773195	79	0.4810126582278481	51	0.5686274509803921	148	0.5	46	0.4782608695652174	51	0.6470588235294118	149	0.436241610738255	190	0.48947368421052634	37	0.5135135135135135	134	0.5298507462686567	238	0.41596638655462187	170	0.4588235294117647	75	0.4533333333333333	36	0.3888888888888889	21	0.23809523809523808	67	0.4925373134328358	27	0.4074074074074074	80	0.4875	137	0.5401459854014599	90	0.6	
-45	123	0.44715447154471544	70	0.32857142857142857	107	0.45794392523364486	111	0.5495495495495496	32	0.46875	129	0.5426356589147286	24	0.7083333333333334	64	0.578125	118	0.4745762711864407	179	0.49162011173184356	275	0.49454545454545457	132	0.5227272727272727	50	0.48	88	0.5113636363636364	87	0.47126436781609193	61	0.45901639344262296	70	0.45714285714285713	33	0.42424242424242425	66	0.5909090909090909	96	0.4479166666666667	
-46	117	0.48717948717948717	258	0.46511627906976744	43	0.6046511627906976	25	0.44	122	0.5327868852459017	126	0.5079365079365079	111	0.5585585585585585	60	0.5666666666666667	35	0.6	361	0.4930747922437673	154	0.44805194805194803	49	0.5102040816326531	74	0.4594594594594595	83	0.4819277108433735	300	0.5033333333333333	108	0.5648148148148148	68	0.5	80	0.5125	71	0.5633802816901409	25	0.52	
-47	22	0.4090909090909091	190	0.5157894736842106	37	0.6216216216216216	39	0.358974358974359	95	0.5684210526315789	87	0.4942528735632184	28	0.5357142857142857	76	0.4868421052631579	24	0.4583333333333333	112	0.5267857142857143	34	0.6176470588235294	244	0.47950819672131145	28	0.39285714285714285	149	0.5033557046979866	209	0.4880382775119617	112	0.49107142857142855	201	0.582089552238806	123	0.5203252032520326	15	0.5333333333333333	240	0.525	
-48	184	0.5380434782608695	87	0.47126436781609193	56	0.5	61	0.3770491803278688	106	0.5943396226415094	233	0.47639484978540775	41	0.5853658536585366	99	0.494949494949495	58	0.46551724137931033	122	0.45901639344262296	78	0.5769230769230769	52	0.5576923076923077	121	0.6115702479338843	153	0.42483660130718953	79	0.46835443037974683	62	0.5967741935483871	115	0.6	49	0.3877551020408163	98	0.45918367346938777	73	0.5342465753424658	
-49	49	0.5306122448979592	203	0.5172413793103449	56	0.5357142857142857	137	0.44525547445255476	44	0.5	42	0.40476190476190477	49	0.32653061224489793	129	0.4728682170542636	238	0.4495798319327731	144	0.4722222222222222	142	0.5492957746478874	144	0.4305555555555556	87	0.5402298850574713	81	0.48148148148148145	96	0.5	86	0.4069767441860465	295	0.4610169491525424	61	0.5245901639344263	63	0.49206349206349204	101	0.44554455445544555	
-50	183	0.4808743169398907	63	0.5555555555555556	192	0.53125	210	0.4238095238095238	214	0.48598130841121495	70	0.42857142857142855	58	0.46551724137931033	264	0.4583333333333333	135	0.4666666666666667	190	0.5631578947368421	80	0.475	71	0.4507042253521127	68	0.5294117647058824	25	0.56	85	0.5529411764705883	118	0.4830508474576271	127	0.5039370078740157	119	0.5210084033613446	138	0.5434782608695652	110	0.4727272727272727	
-51	121	0.5371900826446281	138	0.5289855072463768	65	0.5076923076923077	28	0.42857142857142855	60	0.48333333333333334	64	0.390625	143	0.5244755244755245	178	0.5393258426966292	84	0.5595238095238095	49	0.4897959183673469	26	0.46153846153846156	109	0.5229357798165137	230	0.4391304347826087	165	0.4727272727272727	133	0.5037593984962406	48	0.5416666666666666	81	0.5061728395061729	57	0.5087719298245614	57	0.43859649122807015	123	0.5040650406504065	
-52	231	0.5151515151515151	32	0.5	104	0.47115384615384615	88	0.4772727272727273	169	0.48520710059171596	21	0.5714285714285714	58	0.3448275862068966	39	0.5641025641025641	56	0.42857142857142855	204	0.45588235294117646	121	0.5702479338842975	84	0.4166666666666667	32	0.46875	74	0.4864864864864865	128	0.4453125	33	0.5151515151515151	27	0.6666666666666666	89	0.4606741573033708	236	0.4915254237288136	112	0.45535714285714285	
-53	149	0.48322147651006714	109	0.5229357798165137	63	0.38095238095238093	117	0.4700854700854701	71	0.5915492957746479	150	0.54	91	0.5714285714285714	80	0.4375	297	0.5353535353535354	88	0.5795454545454546	76	0.3815789473684211	107	0.4953271028037383	256	0.4765625	78	0.5384615384615384	65	0.5692307692307692	36	0.4444444444444444	220	0.5409090909090909	55	0.509090909090909	180	0.5277777777777778	63	0.4126984126984127	
-54	55	0.6	217	0.5069124423963134	29	0.6206896551724138	143	0.48951048951048953	193	0.49222797927461137	56	0.4642857142857143	65	0.5692307692307692	151	0.5033112582781457	25	0.32	36	0.5	32	0.375	147	0.43537414965986393	75	0.5066666666666667	87	0.4942528735632184	110	0.5363636363636364	35	0.5428571428571428	18	0.5	37	0.6216216216216216	70	0.45714285714285713	184	0.47282608695652173	
-55	236	0.461864406779661	129	0.46511627906976744	52	0.40384615384615385	53	0.5849056603773585	67	0.4925373134328358	20	0.55	93	0.4731182795698925	40	0.5	57	0.47368421052631576	127	0.5826771653543307	166	0.5180722891566265	57	0.5964912280701754	109	0.5412844036697247	267	0.44569288389513106	32	0.625	66	0.5909090909090909	110	0.5363636363636364	102	0.5	195	0.49743589743589745	93	0.5806451612903226	
-56	45	0.5555555555555556	184	0.5217391304347826	92	0.45652173913043476	29	0.41379310344827586	95	0.5263157894736842	208	0.5625	31	0.4838709677419355	123	0.4959349593495935	73	0.4931506849315068	130	0.5615384615384615	382	0.4816753926701571	109	0.42201834862385323	72	0.625	102	0.5490196078431373	55	0.4909090909090909	112	0.49107142857142855	55	0.4909090909090909	131	0.5038167938931297	71	0.5774647887323944	52	0.4423076923076923	
-57	89	0.42696629213483145	110	0.509090909090909	64	0.484375	45	0.37777777777777777	113	0.5132743362831859	135	0.48148148148148145	86	0.4883720930232558	44	0.3409090909090909	130	0.5	114	0.5350877192982456	93	0.5376344086021505	64	0.53125	64	0.5	43	0.5348837209302325	105	0.5238095238095238	374	0.5427807486631016	145	0.496551724137931	142	0.5140845070422535	97	0.4639175257731959	263	0.5019011406844106	
-58	287	0.5331010452961672	172	0.48255813953488375	54	0.5	78	0.5512820512820513	44	0.4772727272727273	163	0.4723926380368098	15	0.4666666666666667	101	0.48514851485148514	145	0.4827586206896552	47	0.5319148936170213	105	0.4666666666666667	37	0.35135135135135137	34	0.6764705882352942	50	0.46	118	0.4915254237288136	22	0.6818181818181818	119	0.42016806722689076	104	0.5673076923076923	132	0.44696969696969696	110	0.4909090909090909	
-59	92	0.5760869565217391	94	0.4574468085106383	116	0.5344827586206896	100	0.52	87	0.45977011494252873	96	0.5208333333333334	35	0.42857142857142855	183	0.5191256830601093	202	0.5346534653465347	241	0.5103734439834025	45	0.4	130	0.5307692307692308	123	0.4796747967479675	189	0.5291005291005291	147	0.40816326530612246	52	0.4807692307692308	133	0.5413533834586466	92	0.5108695652173914	256	0.53125	49	0.5306122448979592	
-60	40	0.525	72	0.5972222222222222	57	0.43859649122807015	91	0.4945054945054945	88	0.5340909090909091	47	0.46808510638297873	93	0.46236559139784944	97	0.4639175257731959	23	0.4782608695652174	143	0.5314685314685315	42	0.5	76	0.47368421052631576	160	0.55625	107	0.5420560747663551	136	0.4411764705882353	132	0.5075757575757576	194	0.5876288659793815	47	0.44680851063829785	79	0.5569620253164557	61	0.47540983606557374	
-61	58	0.4827586206896552	105	0.44761904761904764	31	0.41935483870967744	65	0.5692307692307692	56	0.48214285714285715	225	0.5022222222222222	110	0.5545454545454546	222	0.46396396396396394	137	0.583941605839416	42	0.5	24	0.5	158	0.5126582278481012	127	0.4566929133858268	62	0.43548387096774194	120	0.5333333333333333	153	0.5098039215686274	18	0.5555555555555556	103	0.5048543689320388	143	0.46153846153846156	97	0.41237113402061853	
-62	26	0.5	59	0.6779661016949152	30	0.7	177	0.559322033898305	152	0.5131578947368421	303	0.5148514851485149	103	0.5242718446601942	53	0.5471698113207547	166	0.5060240963855421	24	0.5833333333333334	94	0.5319148936170213	61	0.5081967213114754	154	0.4935064935064935	114	0.543859649122807	227	0.4713656387665198	210	0.45714285714285713	84	0.4166666666666667	46	0.5652173913043478	75	0.4266666666666667	47	0.48936170212765956	
-63	116	0.5344827586206896	66	0.5151515151515151	91	0.46153846153846156	38	0.42105263157894735	410	0.526829268292683	129	0.4883720930232558	96	0.5208333333333334	56	0.5535714285714286	59	0.3559322033898305	24	0.5	16	0.5	156	0.4423076923076923	86	0.5	122	0.5573770491803278	35	0.42857142857142855	192	0.4791666666666667	21	0.5714285714285714	72	0.4166666666666667	78	0.48717948717948717	58	0.4482758620689655	
