mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	
-10	126	0.5238095238095238	153	0.5228758169934641	55	0.45454545454545453	178	0.43820224719101125	122	0.5491803278688525	35	0.5428571428571428	103	0.47572815533980584	37	0.5675675675675675	106	0.5754716981132075	51	0.47058823529411764	112	0.4732142857142857	116	0.5344827586206896	116	0.4827586206896552	46	0.43478260869565216	48	0.3333333333333333	123	0.4959349593495935	54	0.6296296296296297	138	0.427536231884058	20	0.55	
-11	184	0.5	219	0.5342465753424658	84	0.5119047619047619	119	0.5966386554621849	52	0.36538461538461536	59	0.5932203389830508	99	0.5656565656565656	71	0.39436619718309857	73	0.4657534246575342	138	0.45652173913043476	88	0.48863636363636365	110	0.5363636363636364	175	0.4228571428571429	114	0.5789473684210527	44	0.4318181818181818	69	0.5507246376811594	171	0.4853801169590643	175	0.52	61	0.5245901639344263	
-12	137	0.5474452554744526	26	0.6538461538461539	165	0.42424242424242425	50	0.54	35	0.5714285714285714	113	0.5221238938053098	114	0.5350877192982456	129	0.5503875968992248	36	0.5277777777777778	197	0.5532994923857868	112	0.48214285714285715	26	0.4230769230769231	238	0.5294117647058824	154	0.5	284	0.5633802816901409	65	0.47692307692307695	56	0.4642857142857143	145	0.4827586206896552	198	0.4696969696969697	
-13	49	0.5306122448979592	45	0.4	114	0.5	378	0.5264550264550265	48	0.5416666666666666	18	0.6666666666666666	98	0.5408163265306123	61	0.4262295081967213	58	0.43103448275862066	30	0.4	122	0.5327868852459017	54	0.5	24	0.5	84	0.5833333333333334	121	0.5619834710743802	95	0.5684210526315789	135	0.5185185185185185	230	0.4782608695652174	208	0.46153846153846156	
-14	212	0.5	142	0.47183098591549294	140	0.5214285714285715	50	0.36	84	0.44047619047619047	165	0.46060606060606063	25	0.52	29	0.4482758620689655	85	0.47058823529411764	33	0.5151515151515151	97	0.5876288659793815	77	0.5194805194805194	164	0.5609756097560976	127	0.47244094488188976	278	0.5359712230215827	133	0.43609022556390975	150	0.5266666666666666	39	0.41025641025641024	89	0.5617977528089888	
-15	95	0.5473684210526316	126	0.46825396825396826	66	0.36363636363636365	109	0.5596330275229358	132	0.4772727272727273	119	0.5462184873949579	59	0.559322033898305	167	0.5568862275449101	24	0.4166666666666667	140	0.5214285714285715	100	0.49	23	0.6086956521739131	134	0.5671641791044776	45	0.35555555555555557	162	0.5432098765432098	79	0.5949367088607594	105	0.4380952380952381	160	0.49375	28	0.42857142857142855	
-16	39	0.5641025641025641	46	0.43478260869565216	24	0.5	92	0.4673913043478261	75	0.44	268	0.503731343283582	179	0.5139664804469274	202	0.49504950495049505	258	0.4883720930232558	78	0.5897435897435898	21	0.5238095238095238	80	0.4375	247	0.5060728744939271	142	0.5211267605633803	66	0.42424242424242425	66	0.5151515151515151	95	0.42105263157894735	237	0.5274261603375527	199	0.48743718592964824	
-17	356	0.5056179775280899	56	0.5357142857142857	133	0.5037593984962406	49	0.46938775510204084	59	0.3898305084745763	110	0.4909090909090909	59	0.3898305084745763	24	0.5	69	0.5072463768115942	39	0.46153846153846156	47	0.5957446808510638	46	0.5	82	0.4146341463414634	116	0.43103448275862066	19	0.631578947368421	126	0.5238095238095238	27	0.48148148148148145	111	0.5045045045045045	67	0.5671641791044776	
-18	95	0.5052631578947369	150	0.5333333333333333	62	0.5483870967741935	70	0.5857142857142857	173	0.44508670520231214	131	0.5343511450381679	94	0.40425531914893614	195	0.517948717948718	90	0.5666666666666667	48	0.3958333333333333	98	0.46938775510204084	201	0.5223880597014925	37	0.4594594594594595	147	0.5306122448979592	337	0.49554896142433236	111	0.4594594594594595	19	0.5263157894736842	73	0.589041095890411	144	0.4861111111111111	
-19	57	0.49122807017543857	163	0.50920245398773	235	0.41702127659574467	84	0.5476190476190477	196	0.5153061224489796	47	0.48936170212765956	49	0.5510204081632653	184	0.5271739130434783	22	0.45454545454545453	44	0.5	156	0.5128205128205128	153	0.5032679738562091	80	0.4	38	0.4473684210526316	20	0.5	56	0.4107142857142857	54	0.6481481481481481	58	0.5	50	0.54	
-20	192	0.4375	99	0.5454545454545454	132	0.45454545454545453	104	0.4807692307692308	44	0.4090909090909091	100	0.56	25	0.64	75	0.5466666666666666	182	0.5714285714285714	96	0.5	151	0.423841059602649	32	0.40625	55	0.4727272727272727	185	0.4486486486486487	118	0.5508474576271186	242	0.4628099173553719	43	0.5348837209302325	49	0.5714285714285714	103	0.5048543689320388	
-21	125	0.584	27	0.5925925925925926	67	0.417910447761194	55	0.6	143	0.5244755244755245	118	0.5508474576271186	48	0.4375	96	0.40625	119	0.5210084033613446	87	0.5172413793103449	135	0.45185185185185184	116	0.5258620689655172	58	0.4827586206896552	106	0.5	72	0.5416666666666666	26	0.7307692307692307	51	0.5686274509803921	119	0.44537815126050423	183	0.4972677595628415	
-22	22	0.4090909090909091	44	0.6136363636363636	277	0.51985559566787	54	0.3888888888888889	30	0.3	63	0.4603174603174603	154	0.551948051948052	46	0.5217391304347826	128	0.46875	112	0.5178571428571429	151	0.47019867549668876	30	0.36666666666666664	103	0.4077669902912621	247	0.46963562753036436	33	0.45454545454545453	88	0.5568181818181818	48	0.5208333333333334	32	0.46875	46	0.5869565217391305	
-23	110	0.5	62	0.4838709677419355	144	0.3958333333333333	32	0.5	109	0.5321100917431193	274	0.45985401459854014	295	0.46779661016949153	63	0.5079365079365079	341	0.5102639296187683	37	0.4594594594594595	147	0.5918367346938775	127	0.49606299212598426	49	0.6122448979591837	80	0.4375	91	0.4725274725274725	49	0.5918367346938775	153	0.5490196078431373	18	0.3888888888888889	95	0.45263157894736844	
-24	66	0.5303030303030303	370	0.4972972972972973	82	0.5121951219512195	121	0.5289256198347108	49	0.5714285714285714	62	0.41935483870967744	58	0.5	19	0.3684210526315789	116	0.5	81	0.6049382716049383	19	0.5789473684210527	47	0.5531914893617021	37	0.4594594594594595	284	0.5070422535211268	146	0.5205479452054794	47	0.6382978723404256	67	0.4626865671641791	23	0.43478260869565216	72	0.4722222222222222	
-25	334	0.4940119760479042	147	0.4897959183673469	25	0.36	58	0.46551724137931033	155	0.5032258064516129	56	0.5	95	0.4631578947368421	72	0.6111111111111112	104	0.49038461538461536	63	0.5555555555555556	99	0.46464646464646464	285	0.5368421052631579	139	0.6115107913669064	27	0.48148148148148145	122	0.4180327868852459	151	0.4768211920529801	99	0.5454545454545454	28	0.5714285714285714	57	0.45614035087719296	
-26	87	0.40229885057471265	46	0.5217391304347826	58	0.6206896551724138	70	0.42857142857142855	50	0.46	30	0.5666666666666667	108	0.5462962962962963	17	0.35294117647058826	44	0.5227272727272727	73	0.547945205479452	47	0.48936170212765956	171	0.5087719298245614	94	0.3829787234042553	106	0.49056603773584906	98	0.3877551020408163	75	0.4533333333333333	66	0.48484848484848486	91	0.4945054945054945	148	0.47297297297297297	
-27	111	0.46846846846846846	63	0.4603174603174603	70	0.5142857142857142	294	0.5068027210884354	94	0.5531914893617021	36	0.5555555555555556	165	0.4666666666666667	34	0.5882352941176471	40	0.375	84	0.5238095238095238	169	0.5680473372781065	175	0.4857142857142857	227	0.4713656387665198	67	0.4925373134328358	150	0.49333333333333335	145	0.47586206896551725	140	0.5214285714285715	48	0.4166666666666667	55	0.5272727272727272	
-28	51	0.37254901960784315	350	0.5028571428571429	140	0.37857142857142856	104	0.4519230769230769	232	0.4870689655172414	157	0.3885350318471338	40	0.5	64	0.546875	152	0.506578947368421	17	0.6470588235294118	176	0.4943181818181818	394	0.4593908629441624	126	0.46825396825396826	71	0.5352112676056338	91	0.5054945054945055	98	0.47959183673469385	94	0.4787234042553192	99	0.5050505050505051	25	0.56	
-29	66	0.3181818181818182	293	0.4778156996587031	53	0.5094339622641509	106	0.5377358490566038	34	0.5588235294117647	299	0.4816053511705686	94	0.48936170212765956	110	0.5272727272727272	61	0.39344262295081966	80	0.4875	109	0.5504587155963303	125	0.616	149	0.5033557046979866	27	0.37037037037037035	98	0.4897959183673469	122	0.4262295081967213	50	0.56	151	0.4304635761589404	102	0.4803921568627451	
-30	24	0.5833333333333334	184	0.44565217391304346	47	0.44680851063829785	80	0.4125	51	0.39215686274509803	69	0.5652173913043478	28	0.5	74	0.5540540540540541	15	0.2	75	0.6	142	0.5211267605633803	251	0.47410358565737054	210	0.5761904761904761	177	0.4293785310734463	59	0.4915254237288136	64	0.421875	159	0.5220125786163522	39	0.6153846153846154	177	0.5028248587570622	
-31	76	0.6052631578947368	78	0.5641025641025641	29	0.4827586206896552	69	0.463768115942029	64	0.578125	170	0.45294117647058824	214	0.4953271028037383	154	0.5	42	0.42857142857142855	169	0.5266272189349113	154	0.4805194805194805	141	0.48226950354609927	170	0.49411764705882355	103	0.5145631067961165	37	0.4594594594594595	17	0.47058823529411764	105	0.4666666666666667	92	0.5	173	0.4913294797687861	
-32	178	0.5168539325842697	90	0.5	56	0.625	82	0.45121951219512196	271	0.4354243542435424	44	0.5909090909090909	186	0.4946236559139785	157	0.4968152866242038	87	0.5402298850574713	37	0.4864864864864865	258	0.4728682170542636	49	0.5918367346938775	89	0.4943820224719101	127	0.48031496062992124	43	0.4883720930232558	44	0.4318181818181818	103	0.5436893203883495	42	0.38095238095238093	143	0.4965034965034965	
-33	39	0.5641025641025641	89	0.449438202247191	129	0.5426356589147286	324	0.5277777777777778	33	0.48484848484848486	120	0.525	109	0.5504587155963303	70	0.5428571428571428	19	0.47368421052631576	23	0.4782608695652174	219	0.5251141552511416	138	0.4927536231884058	18	0.5555555555555556	246	0.483739837398374	106	0.5283018867924528	30	0.4666666666666667	88	0.5	111	0.4954954954954955	178	0.5168539325842697	
-34	52	0.5	76	0.5921052631578947	71	0.4647887323943662	234	0.5256410256410257	126	0.47619047619047616	47	0.6382978723404256	27	0.48148148148148145	63	0.3968253968253968	116	0.5862068965517241	28	0.5	210	0.4523809523809524	35	0.6857142857142857	138	0.5217391304347826	125	0.568	205	0.48292682926829267	68	0.4411764705882353	145	0.47586206896551725	65	0.6153846153846154	120	0.5	
-35	58	0.3793103448275862	66	0.5	217	0.4930875576036866	98	0.42857142857142855	87	0.47126436781609193	88	0.5113636363636364	117	0.49572649572649574	60	0.4	49	0.5510204081632653	171	0.5497076023391813	164	0.5060975609756098	79	0.4936708860759494	71	0.4647887323943662	58	0.5689655172413793	168	0.49404761904761907	145	0.43448275862068964	58	0.5	162	0.49382716049382713	147	0.46258503401360546	
-36	87	0.47126436781609193	53	0.49056603773584906	16	0.4375	38	0.5789473684210527	85	0.4823529411764706	85	0.36470588235294116	123	0.4634146341463415	139	0.4748201438848921	93	0.5376344086021505	21	0.38095238095238093	72	0.4861111111111111	67	0.47761194029850745	58	0.5172413793103449	83	0.4578313253012048	46	0.43478260869565216	73	0.5616438356164384	30	0.4	47	0.3404255319148936	42	0.5476190476190477	
-37	143	0.5034965034965035	100	0.45	51	0.5294117647058824	31	0.45161290322580644	81	0.4444444444444444	31	0.6451612903225806	114	0.543859649122807	95	0.4421052631578947	47	0.5319148936170213	172	0.47674418604651164	51	0.49019607843137253	39	0.4358974358974359	123	0.4634146341463415	68	0.5	67	0.5223880597014925	105	0.5333333333333333	78	0.48717948717948717	344	0.49709302325581395	66	0.6060606060606061	
-38	27	0.5185185185185185	119	0.4957983193277311	132	0.4393939393939394	120	0.475	141	0.4326241134751773	126	0.47619047619047616	60	0.36666666666666664	66	0.5454545454545454	125	0.536	148	0.44594594594594594	123	0.5284552845528455	31	0.5161290322580645	61	0.45901639344262296	21	0.42857142857142855	150	0.48	212	0.5660377358490566	85	0.4235294117647059	70	0.5571428571428572	67	0.6716417910447762	
-39	191	0.4607329842931937	55	0.4909090909090909	127	0.5118110236220472	93	0.45161290322580644	204	0.5588235294117647	41	0.5853658536585366	146	0.5136986301369864	51	0.5686274509803921	43	0.6046511627906976	27	0.25925925925925924	41	0.43902439024390244	102	0.5196078431372549	80	0.3875	35	0.4857142857142857	40	0.5	148	0.5135135135135135	118	0.5	152	0.506578947368421	55	0.5818181818181818	
-40	69	0.5217391304347826	106	0.5283018867924528	206	0.48058252427184467	150	0.5	114	0.5789473684210527	418	0.5334928229665071	65	0.5076923076923077	72	0.5555555555555556	167	0.47904191616766467	59	0.423728813559322	171	0.49122807017543857	89	0.47191011235955055	17	0.35294117647058826	120	0.5	62	0.5806451612903226	50	0.52	149	0.5436241610738255	135	0.4666666666666667	100	0.5	
-41	116	0.5172413793103449	155	0.45806451612903226	84	0.5119047619047619	180	0.5277777777777778	204	0.4803921568627451	24	0.75	168	0.4226190476190476	182	0.4945054945054945	50	0.42	153	0.46405228758169936	169	0.5976331360946746	350	0.48857142857142855	115	0.5217391304347826	84	0.4642857142857143	53	0.5660377358490566	147	0.5238095238095238	15	0.6	201	0.5323383084577115	108	0.5	
-42	41	0.5121951219512195	28	0.32142857142857145	124	0.4435483870967742	60	0.43333333333333335	47	0.5106382978723404	154	0.42207792207792205	47	0.425531914893617	222	0.5180180180180181	143	0.44755244755244755	210	0.5571428571428572	29	0.5172413793103449	20	0.55	52	0.46153846153846156	44	0.5	19	0.5263157894736842	113	0.4690265486725664	142	0.5563380281690141	53	0.5471698113207547	33	0.5757575757575758	
-43	60	0.4666666666666667	77	0.6623376623376623	41	0.4878048780487805	70	0.5428571428571428	68	0.47058823529411764	143	0.5244755244755245	63	0.49206349206349204	412	0.46359223300970875	195	0.5076923076923077	56	0.5892857142857143	112	0.4375	92	0.4673913043478261	55	0.509090909090909	269	0.5241635687732342	96	0.4479166666666667	112	0.5625	36	0.5277777777777778	102	0.46078431372549017	116	0.4482758620689655	
-44	79	0.5189873417721519	89	0.5056179775280899	71	0.6197183098591549	229	0.462882096069869	237	0.4936708860759494	130	0.46153846153846156	122	0.5327868852459017	95	0.3894736842105263	73	0.5068493150684932	31	0.4838709677419355	31	0.45161290322580644	151	0.5033112582781457	48	0.5208333333333334	44	0.5227272727272727	57	0.3684210526315789	22	0.5	60	0.55	113	0.5132743362831859	66	0.4696969696969697	
-45	43	0.46511627906976744	85	0.47058823529411764	35	0.6	138	0.5	110	0.5181818181818182	218	0.4954128440366973	15	0.26666666666666666	58	0.5344827586206896	149	0.5302013422818792	162	0.5061728395061729	147	0.4897959183673469	87	0.5287356321839081	40	0.575	64	0.46875	203	0.5369458128078818	64	0.421875	16	0.4375	54	0.46296296296296297	70	0.4857142857142857	
-46	94	0.4787234042553192	164	0.47560975609756095	134	0.44776119402985076	292	0.4554794520547945	32	0.5	139	0.5251798561151079	101	0.49504950495049505	47	0.5106382978723404	83	0.6024096385542169	58	0.5	118	0.4661016949152542	47	0.574468085106383	70	0.5428571428571428	118	0.4661016949152542	61	0.47540983606557374	51	0.4117647058823529	49	0.4489795918367347	19	0.7894736842105263	106	0.4339622641509434	
-47	80	0.3875	21	0.47619047619047616	19	0.5263157894736842	49	0.5306122448979592	231	0.5238095238095238	74	0.44594594594594594	145	0.4413793103448276	87	0.4367816091954023	156	0.47435897435897434	150	0.4533333333333333	147	0.47619047619047616	74	0.5	25	0.44	208	0.5096153846153846	215	0.5348837209302325	335	0.46567164179104475	37	0.5675675675675675	65	0.5384615384615384	82	0.47560975609756095	
-48	186	0.478494623655914	298	0.4966442953020134	42	0.5238095238095238	165	0.5575757575757576	31	0.41935483870967744	69	0.5072463768115942	70	0.44285714285714284	51	0.5686274509803921	132	0.44696969696969696	15	0.4	60	0.5666666666666667	65	0.4307692307692308	29	0.41379310344827586	43	0.46511627906976744	58	0.6551724137931034	48	0.5	87	0.5402298850574713	215	0.4930232558139535	121	0.4214876033057851	
-49	145	0.46206896551724136	102	0.5	111	0.5405405405405406	44	0.4772727272727273	30	0.5666666666666667	63	0.47619047619047616	127	0.5196850393700787	55	0.5636363636363636	54	0.42592592592592593	23	0.5217391304347826	25	0.52	71	0.4647887323943662	159	0.4716981132075472	351	0.5299145299145299	46	0.5217391304347826	101	0.504950495049505	162	0.42592592592592593	125	0.448	48	0.5625	
-50	221	0.47058823529411764	76	0.5657894736842105	112	0.41964285714285715	79	0.5569620253164557	114	0.5350877192982456	137	0.48905109489051096	248	0.5080645161290323	68	0.5147058823529411	85	0.36470588235294116	145	0.5379310344827586	35	0.5714285714285714	41	0.5121951219512195	64	0.484375	134	0.44776119402985076	62	0.5161290322580645	153	0.5032679738562091	35	0.4857142857142857	189	0.5343915343915344	46	0.5434782608695652	
-51	100	0.57	168	0.6011904761904762	138	0.5144927536231884	140	0.44285714285714284	101	0.48514851485148514	212	0.49528301886792453	398	0.45226130653266333	155	0.4645161290322581	153	0.5686274509803921	217	0.4930875576036866	54	0.42592592592592593	44	0.5227272727272727	51	0.5098039215686274	211	0.5071090047393365	156	0.46794871794871795	90	0.4777777777777778	70	0.5285714285714286	153	0.49019607843137253	55	0.6	
-52	67	0.47761194029850745	39	0.38461538461538464	107	0.4672897196261682	111	0.4864864864864865	42	0.5476190476190477	133	0.48120300751879697	128	0.5859375	82	0.524390243902439	234	0.5128205128205128	160	0.45625	49	0.5306122448979592	127	0.49606299212598426	140	0.4857142857142857	198	0.5353535353535354	54	0.5185185185185185	158	0.5189873417721519	219	0.4977168949771689	173	0.5895953757225434	22	0.3181818181818182	
-53	73	0.4657534246575342	28	0.35714285714285715	199	0.5276381909547738	116	0.46551724137931033	58	0.603448275862069	63	0.4444444444444444	37	0.5405405405405406	56	0.5535714285714286	64	0.359375	172	0.47093023255813954	113	0.48672566371681414	151	0.5364238410596026	77	0.5064935064935064	312	0.46153846153846156	66	0.48484848484848486	50	0.54	93	0.4946236559139785	61	0.5081967213114754	62	0.4032258064516129	
-54	138	0.5289855072463768	61	0.4918032786885246	62	0.43548387096774194	69	0.5217391304347826	51	0.5882352941176471	140	0.4642857142857143	131	0.5190839694656488	67	0.5373134328358209	72	0.5833333333333334	106	0.5566037735849056	422	0.514218009478673	49	0.4489795918367347	190	0.531578947368421	196	0.5459183673469388	64	0.5	41	0.4634146341463415	27	0.4074074074074074	175	0.5028571428571429	15	0.6	
-55	29	0.6206896551724138	43	0.4418604651162791	18	0.5	50	0.42	99	0.5050505050505051	137	0.48905109489051096	75	0.5466666666666666	65	0.49230769230769234	81	0.5432098765432098	250	0.524	100	0.53	100	0.45	119	0.47058823529411764	118	0.5338983050847458	124	0.47580645161290325	87	0.4482758620689655	195	0.48205128205128206	79	0.4430379746835443	169	0.5266272189349113	
-56	89	0.4606741573033708	98	0.5102040816326531	126	0.5793650793650794	140	0.4857142857142857	97	0.4742268041237113	53	0.37735849056603776	138	0.427536231884058	450	0.5155555555555555	47	0.5319148936170213	84	0.5	101	0.49504950495049505	75	0.49333333333333335	68	0.45588235294117646	136	0.5882352941176471	31	0.6129032258064516	100	0.49	62	0.45161290322580644	48	0.5	128	0.53125	
-57	70	0.5	24	0.5416666666666666	58	0.41379310344827586	58	0.5689655172413793	270	0.4777777777777778	125	0.56	99	0.4444444444444444	40	0.5	173	0.48554913294797686	26	0.5769230769230769	72	0.3888888888888889	46	0.3695652173913043	79	0.5189873417721519	35	0.4	73	0.4931506849315068	275	0.49454545454545457	249	0.4899598393574297	95	0.5789473684210527	260	0.5038461538461538	
-58	20	0.35	215	0.5116279069767442	139	0.5107913669064749	212	0.5094339622641509	161	0.5031055900621118	45	0.5111111111111111	67	0.44776119402985076	20	0.45	32	0.46875	42	0.5476190476190477	167	0.49700598802395207	144	0.5347222222222222	131	0.5343511450381679	155	0.5032258064516129	119	0.4789915966386555	108	0.4722222222222222	236	0.5423728813559322	30	0.6333333333333333	125	0.52	
-59	248	0.532258064516129	344	0.48546511627906974	83	0.5542168674698795	107	0.5327102803738317	55	0.45454545454545453	182	0.5439560439560439	48	0.625	43	0.3488372093023256	68	0.4852941176470588	106	0.5849056603773585	114	0.43859649122807015	102	0.5490196078431373	79	0.4430379746835443	122	0.48360655737704916	62	0.5483870967741935	115	0.5478260869565217	54	0.37037037037037035	79	0.43037974683544306	477	0.5115303983228512	
-60	103	0.5631067961165048	89	0.550561797752809	43	0.5581395348837209	49	0.40816326530612246	92	0.44565217391304346	79	0.5443037974683544	74	0.5135135135135135	39	0.48717948717948717	83	0.40963855421686746	136	0.5882352941176471	30	0.4666666666666667	42	0.40476190476190477	577	0.5008665511265165	46	0.5217391304347826	50	0.54	25	0.28	184	0.47282608695652173	47	0.5319148936170213	156	0.5064102564102564	
-61	22	0.5454545454545454	104	0.47115384615384615	167	0.562874251497006	55	0.4909090909090909	74	0.44594594594594594	46	0.5	76	0.4473684210526316	141	0.41134751773049644	116	0.46551724137931033	70	0.5285714285714286	131	0.4732824427480916	86	0.627906976744186	127	0.5196850393700787	100	0.61	80	0.4625	37	0.5405405405405406	81	0.4074074074074074	154	0.512987012987013	243	0.4773662551440329	
-62	126	0.5396825396825397	92	0.4782608695652174	138	0.5434782608695652	190	0.45789473684210524	195	0.4717948717948718	38	0.5263157894736842	128	0.5078125	34	0.4411764705882353	125	0.512	73	0.4383561643835616	271	0.5092250922509225	169	0.4319526627218935	63	0.49206349206349204	73	0.6164383561643836	250	0.568	56	0.42857142857142855	130	0.5076923076923077	61	0.4098360655737705	58	0.4827586206896552	
-63	81	0.49382716049382713	101	0.36633663366336633	84	0.4523809523809524	60	0.48333333333333334	161	0.5031055900621118	81	0.5308641975308642	81	0.4074074074074074	203	0.5467980295566502	30	0.23333333333333334	233	0.4892703862660944	147	0.47619047619047616	16	0.4375	46	0.45652173913043476	164	0.5121951219512195	37	0.5135135135135135	20	0.65	227	0.4977973568281938	140	0.4857142857142857	76	0.47368421052631576	
-64	83	0.4819277108433735	43	0.46511627906976744	57	0.45614035087719296	170	0.5882352941176471	91	0.4835164835164835	53	0.5094339622641509	46	0.6956521739130435	234	0.5	143	0.44755244755244755	76	0.4342105263157895	34	0.5588235294117647	78	0.48717948717948717	37	0.5135135135135135	40	0.6	67	0.40298507462686567	43	0.5581395348837209	121	0.5206611570247934	23	0.391304347826087	97	0.4845360824742268	
-65	141	0.6028368794326241	145	0.4896551724137931	148	0.46621621621621623	72	0.4861111111111111	62	0.5806451612903226	40	0.45	375	0.488	72	0.5972222222222222	54	0.46296296296296297	28	0.4642857142857143	159	0.5723270440251572	33	0.6060606060606061	24	0.5833333333333334	137	0.48905109489051096	179	0.4748603351955307	17	0.5294117647058824	104	0.5192307692307693	83	0.5301204819277109	202	0.5148514851485149	
-66	60	0.5666666666666667	224	0.5089285714285714	101	0.5148514851485149	18	0.4444444444444444	42	0.5	102	0.5	241	0.5186721991701245	154	0.551948051948052	50	0.58	23	0.43478260869565216	85	0.4823529411764706	72	0.4583333333333333	93	0.4838709677419355	226	0.4690265486725664	55	0.5454545454545454	102	0.5294117647058824	86	0.5465116279069767	307	0.5276872964169381	69	0.5217391304347826	
-67	131	0.4580152671755725	59	0.5254237288135594	68	0.4117647058823529	26	0.5	53	0.5471698113207547	59	0.4915254237288136	50	0.46	78	0.5897435897435898	58	0.4827586206896552	42	0.5476190476190477	52	0.36538461538461536	56	0.48214285714285715	156	0.48717948717948717	166	0.5060240963855421	38	0.631578947368421	97	0.44329896907216493	55	0.43636363636363634	111	0.4594594594594595	168	0.5059523809523809	
