mut_id	depth1	S1	depth2	S2	depth3	S3	depth4	S4	depth5	S5	depth6	S6	depth7	S7	depth8	S8	depth9	S9	depth10	S10	depth11	S11	depth12	S12	depth13	S13	depth14	S14	depth15	S15	depth16	S16	depth17	S17	depth18	S18	depth19	S19	depth20	S20	depth21	S21	depth22	S22	depth23	S23	depth24	S24	depth25	S25	depth26	S26	depth27	S27	depth28	S28	
-10	80	0.425	20	0.7	136	0.4264705882352941	89	0.4943820224719101	179	0.48044692737430167	35	0.4857142857142857	80	0.475	29	0.5517241379310345	128	0.5625	61	0.47540983606557374	92	0.5108695652173914	129	0.4728682170542636	204	0.5245098039215687	154	0.4805194805194805	215	0.5023255813953489	142	0.5140845070422535	20	0.5	24	0.625	47	0.5531914893617021	80	0.45	240	0.4708333333333333	185	0.5081081081081081	86	0.46511627906976744	86	0.5581395348837209	47	0.5319148936170213	220	0.5318181818181819	111	0.5495495495495496	124	0.5645161290322581	
-11	67	0.43283582089552236	98	0.5408163265306123	63	0.5396825396825397	113	0.5221238938053098	264	0.4772727272727273	53	0.5660377358490566	119	0.48739495798319327	69	0.5797101449275363	108	0.5092592592592593	97	0.5463917525773195	93	0.5591397849462365	198	0.5151515151515151	73	0.5205479452054794	35	0.4	33	0.3939393939393939	93	0.43010752688172044	45	0.37777777777777777	68	0.4852941176470588	148	0.4797297297297297	158	0.5253164556962026	116	0.45689655172413796	82	0.5975609756097561	36	0.5	215	0.5395348837209303	139	0.5035971223021583	57	0.43859649122807015	119	0.5546218487394958	57	0.49122807017543857	
-12	19	0.47368421052631576	67	0.4626865671641791	44	0.5909090909090909	89	0.449438202247191	73	0.4931506849315068	40	0.475	45	0.37777777777777777	304	0.4901315789473684	161	0.4782608695652174	154	0.45454545454545453	124	0.4435483870967742	116	0.5258620689655172	57	0.543859649122807	140	0.42857142857142855	191	0.5340314136125655	224	0.5178571428571429	187	0.44919786096256686	69	0.5797101449275363	150	0.44	127	0.4645669291338583	118	0.4830508474576271	113	0.5575221238938053	83	0.46987951807228917	168	0.5059523809523809	19	0.631578947368421	69	0.5362318840579711	108	0.49074074074074076	33	0.5757575757575758	
-13	77	0.5584415584415584	128	0.484375	129	0.5426356589147286	72	0.5277777777777778	377	0.4854111405835544	188	0.46808510638297873	182	0.5164835164835165	67	0.40298507462686567	93	0.5053763440860215	62	0.41935483870967744	17	0.5294117647058824	199	0.507537688442211	107	0.4953271028037383	64	0.578125	46	0.43478260869565216	221	0.45248868778280543	18	0.5555555555555556	44	0.5454545454545454	148	0.4864864864864865	69	0.5072463768115942	177	0.5310734463276836	53	0.49056603773584906	190	0.5	28	0.5357142857142857	187	0.5668449197860963	33	0.5454545454545454	217	0.45161290322580644	102	0.5196078431372549	
-14	155	0.4064516129032258	45	0.5555555555555556	124	0.45161290322580644	124	0.43548387096774194	72	0.4722222222222222	36	0.5277777777777778	34	0.4411764705882353	87	0.5747126436781609	86	0.5116279069767442	31	0.5161290322580645	185	0.4540540540540541	76	0.5	127	0.5511811023622047	72	0.4722222222222222	136	0.47794117647058826	168	0.5059523809523809	105	0.5333333333333333	251	0.46613545816733065	39	0.5128205128205128	27	0.48148148148148145	73	0.4520547945205479	31	0.6129032258064516	137	0.45985401459854014	37	0.5675675675675675	48	0.5416666666666666	94	0.4148936170212766	228	0.5307017543859649	135	0.5259259259259259	
-15	93	0.5053763440860215	164	0.5304878048780488	117	0.5213675213675214	66	0.45454545454545453	132	0.4015151515151515	89	0.5280898876404494	31	0.41935483870967744	122	0.45901639344262296	67	0.44776119402985076	220	0.4909090909090909	150	0.4666666666666667	77	0.5324675324675324	164	0.4329268292682927	35	0.6	137	0.44525547445255476	190	0.46842105263157896	30	0.4	84	0.5	15	0.4	69	0.4782608695652174	112	0.45535714285714285	52	0.5769230769230769	29	0.5172413793103449	146	0.547945205479452	202	0.48514851485148514	238	0.5	111	0.5945945945945946	60	0.5666666666666667	
-16	79	0.46835443037974683	84	0.5714285714285714	31	0.41935483870967744	55	0.5454545454545454	111	0.4774774774774775	99	0.48484848484848486	52	0.46153846153846156	142	0.528169014084507	37	0.5945945945945946	84	0.4880952380952381	60	0.4666666666666667	276	0.4601449275362319	47	0.5319148936170213	103	0.47572815533980584	83	0.4939759036144578	176	0.5738636363636364	61	0.6229508196721312	160	0.475	29	0.4482758620689655	51	0.47058823529411764	143	0.5524475524475524	31	0.4838709677419355	44	0.38636363636363635	55	0.5636363636363636	82	0.5	57	0.5789473684210527	94	0.5106382978723404	61	0.5081967213114754	
-17	127	0.5275590551181102	161	0.5031055900621118	135	0.4740740740740741	64	0.4375	118	0.4661016949152542	135	0.5111111111111111	101	0.43564356435643564	121	0.5206611570247934	28	0.4642857142857143	186	0.4731182795698925	342	0.5321637426900585	239	0.5439330543933054	82	0.47560975609756095	101	0.5247524752475248	38	0.4473684210526316	76	0.42105263157894735	204	0.553921568627451	66	0.42424242424242425	78	0.46153846153846156	78	0.48717948717948717	236	0.5254237288135594	51	0.5490196078431373	106	0.49056603773584906	58	0.5344827586206896	38	0.5789473684210527	25	0.48	69	0.391304347826087	106	0.4811320754716981	
-18	280	0.5214285714285715	89	0.449438202247191	67	0.34328358208955223	79	0.4810126582278481	52	0.5576923076923077	163	0.4294478527607362	182	0.5274725274725275	21	0.47619047619047616	72	0.4722222222222222	101	0.594059405940594	150	0.5066666666666667	128	0.5390625	47	0.46808510638297873	27	0.48148148148148145	71	0.5211267605633803	45	0.5111111111111111	126	0.5476190476190477	61	0.5409836065573771	116	0.4827586206896552	59	0.5084745762711864	100	0.48	39	0.4358974358974359	69	0.4782608695652174	112	0.5178571428571429	202	0.5148514851485149	124	0.5	79	0.5189873417721519	129	0.5813953488372093	
-19	154	0.4935064935064935	159	0.610062893081761	156	0.4551282051282051	90	0.4666666666666667	60	0.45	37	0.4594594594594595	235	0.46382978723404256	229	0.519650655021834	156	0.48717948717948717	204	0.4803921568627451	20	0.5	54	0.42592592592592593	121	0.38016528925619836	61	0.5081967213114754	129	0.5271317829457365	168	0.49404761904761907	21	0.5238095238095238	128	0.5078125	175	0.4685714285714286	163	0.5030674846625767	166	0.4397590361445783	82	0.6097560975609756	142	0.4859154929577465	179	0.5139664804469274	181	0.46408839779005523	132	0.45454545454545453	201	0.43781094527363185	51	0.43137254901960786	
-20	54	0.48148148148148145	40	0.525	65	0.5384615384615384	125	0.432	74	0.5	40	0.425	83	0.5903614457831325	17	0.47058823529411764	126	0.5238095238095238	236	0.5127118644067796	58	0.4827586206896552	61	0.5737704918032787	51	0.3333333333333333	73	0.5205479452054794	186	0.4946236559139785	15	0.6666666666666666	251	0.5139442231075697	15	0.6666666666666666	169	0.514792899408284	85	0.49411764705882355	69	0.5072463768115942	179	0.5642458100558659	299	0.5250836120401338	99	0.4444444444444444	222	0.5315315315315315	89	0.5056179775280899	292	0.5068493150684932	35	0.5142857142857142	
-21	128	0.5078125	31	0.5161290322580645	289	0.5397923875432526	31	0.3225806451612903	71	0.5352112676056338	82	0.45121951219512196	53	0.5660377358490566	40	0.475	67	0.5373134328358209	216	0.44907407407407407	72	0.4444444444444444	69	0.4782608695652174	319	0.47962382445141066	339	0.504424778761062	66	0.5757575757575758	71	0.49295774647887325	101	0.504950495049505	169	0.47928994082840237	42	0.6190476190476191	57	0.5263157894736842	127	0.5669291338582677	24	0.5	26	0.5384615384615384	210	0.5047619047619047	111	0.45045045045045046	162	0.4074074074074074	59	0.3728813559322034	108	0.5370370370370371	
-22	91	0.5384615384615384	99	0.47474747474747475	101	0.5841584158415841	154	0.42857142857142855	98	0.4489795918367347	80	0.525	95	0.5157894736842106	122	0.5655737704918032	50	0.44	192	0.578125	83	0.43373493975903615	62	0.5806451612903226	127	0.5118110236220472	55	0.6363636363636364	68	0.47058823529411764	181	0.5193370165745856	327	0.48623853211009177	113	0.5398230088495575	199	0.5577889447236181	138	0.47101449275362317	137	0.48905109489051096	65	0.5076923076923077	80	0.5125	126	0.4523809523809524	296	0.527027027027027	193	0.5025906735751295	135	0.4962962962962963	99	0.5555555555555556	
-23	78	0.48717948717948717	146	0.4863013698630137	46	0.4782608695652174	98	0.45918367346938777	63	0.4444444444444444	107	0.4953271028037383	46	0.391304347826087	69	0.4927536231884058	122	0.5245901639344263	53	0.41509433962264153	93	0.5053763440860215	153	0.47058823529411764	77	0.4805194805194805	29	0.5517241379310345	136	0.5073529411764706	297	0.5016835016835017	57	0.42105263157894735	71	0.5211267605633803	60	0.5333333333333333	28	0.6071428571428571	209	0.5358851674641149	198	0.4595959595959596	43	0.5813953488372093	92	0.5	113	0.46017699115044247	30	0.5333333333333333	249	0.5180722891566265	157	0.46496815286624205	
-24	96	0.5104166666666666	81	0.5555555555555556	52	0.46153846153846156	197	0.49746192893401014	65	0.49230769230769234	101	0.49504950495049505	89	0.5168539325842697	78	0.46153846153846156	106	0.5094339622641509	43	0.37209302325581395	143	0.5244755244755245	109	0.5229357798165137	187	0.46524064171123	24	0.5	227	0.43612334801762115	19	0.47368421052631576	83	0.4939759036144578	28	0.5357142857142857	209	0.5023923444976076	57	0.5087719298245614	23	0.5652173913043478	79	0.5822784810126582	45	0.5111111111111111	21	0.6666666666666666	241	0.5311203319502075	76	0.4868421052631579	72	0.5416666666666666	23	0.5652173913043478	
-25	93	0.5483870967741935	79	0.5443037974683544	155	0.5225806451612903	102	0.5392156862745098	24	0.375	57	0.5614035087719298	46	0.45652173913043476	87	0.4482758620689655	101	0.5346534653465347	111	0.4954954954954955	29	0.5862068965517241	99	0.6060606060606061	236	0.4576271186440678	51	0.5490196078431373	33	0.3939393939393939	210	0.5238095238095238	103	0.39805825242718446	214	0.46261682242990654	31	0.41935483870967744	144	0.4791666666666667	78	0.44871794871794873	31	0.45161290322580644	41	0.3902439024390244	46	0.4782608695652174	83	0.6024096385542169	162	0.4691358024691358	126	0.4365079365079365	28	0.5	
-26	40	0.3	32	0.53125	115	0.5478260869565217	126	0.36507936507936506	229	0.48034934497816595	55	0.4727272727272727	278	0.4568345323741007	74	0.4864864864864865	41	0.4878048780487805	163	0.5766871165644172	98	0.5204081632653061	54	0.5370370370370371	180	0.5111111111111111	32	0.5	261	0.47126436781609193	67	0.582089552238806	71	0.4788732394366197	134	0.5597014925373134	29	0.6896551724137931	111	0.4864864864864865	17	0.4117647058823529	80	0.4875	32	0.46875	248	0.4798387096774194	225	0.5155555555555555	67	0.47761194029850745	175	0.4685714285714286	113	0.5132743362831859	
-27	84	0.5119047619047619	118	0.5254237288135594	80	0.5125	40	0.625	80	0.5625	99	0.37373737373737376	31	0.6129032258064516	108	0.4444444444444444	27	0.4074074074074074	110	0.5	74	0.47297297297297297	151	0.5695364238410596	106	0.5188679245283019	119	0.42016806722689076	237	0.5063291139240507	47	0.40425531914893614	130	0.5769230769230769	44	0.5681818181818182	64	0.359375	84	0.6190476190476191	22	0.5454545454545454	120	0.5	138	0.5217391304347826	55	0.45454545454545453	69	0.5652173913043478	89	0.5617977528089888	87	0.4827586206896552	129	0.5116279069767442	
-28	105	0.580952380952381	29	0.5172413793103449	84	0.5238095238095238	108	0.5555555555555556	45	0.6	188	0.526595744680851	229	0.4847161572052402	152	0.5657894736842105	60	0.48333333333333334	27	0.4444444444444444	122	0.4672131147540984	74	0.527027027027027	76	0.4605263157894737	113	0.5309734513274337	59	0.423728813559322	87	0.4942528735632184	31	0.4838709677419355	33	0.5151515151515151	156	0.5448717948717948	21	0.38095238095238093	52	0.5192307692307693	72	0.4583333333333333	37	0.5135135135135135	176	0.5056818181818182	69	0.43478260869565216	126	0.5079365079365079	44	0.3409090909090909	46	0.5	
-29	42	0.5	108	0.5185185185185185	210	0.44761904761904764	126	0.48412698412698413	101	0.5247524752475248	131	0.5648854961832062	73	0.5753424657534246	190	0.5421052631578948	47	0.5531914893617021	55	0.45454545454545453	63	0.6031746031746031	43	0.4883720930232558	51	0.45098039215686275	108	0.4444444444444444	87	0.5517241379310345	88	0.4659090909090909	28	0.5357142857142857	52	0.5769230769230769	45	0.5555555555555556	43	0.4883720930232558	140	0.5357142857142857	195	0.4256410256410256	37	0.5135135135135135	119	0.5210084033613446	105	0.5523809523809524	105	0.4857142857142857	101	0.504950495049505	18	0.4444444444444444	
-30	161	0.4906832298136646	177	0.480225988700565	107	0.5607476635514018	26	0.38461538461538464	16	0.3125	24	0.625	156	0.46794871794871795	38	0.5526315789473685	81	0.5432098765432098	117	0.4700854700854701	226	0.504424778761062	171	0.49122807017543857	148	0.5743243243243243	76	0.5263157894736842	128	0.5	37	0.6486486486486487	290	0.42758620689655175	142	0.5	71	0.5774647887323944	67	0.5522388059701493	100	0.46	95	0.4842105263157895	70	0.6	26	0.5	19	0.631578947368421	82	0.43902439024390244	67	0.43283582089552236	192	0.5520833333333334	
-31	16	0.4375	206	0.5097087378640777	93	0.45161290322580644	65	0.36923076923076925	87	0.5287356321839081	138	0.463768115942029	132	0.5378787878787878	118	0.5254237288135594	144	0.5138888888888888	126	0.5238095238095238	69	0.6231884057971014	84	0.5595238095238095	38	0.5789473684210527	209	0.46411483253588515	197	0.49746192893401014	45	0.5555555555555556	112	0.45535714285714285	23	0.43478260869565216	41	0.4146341463414634	84	0.5714285714285714	69	0.5072463768115942	174	0.5632183908045977	43	0.5581395348837209	101	0.46534653465346537	142	0.4788732394366197	71	0.36619718309859156	54	0.48148148148148145	23	0.5652173913043478	
-32	189	0.48677248677248675	161	0.4720496894409938	148	0.5067567567567568	31	0.5161290322580645	194	0.4896907216494845	15	0.4666666666666667	17	0.4117647058823529	52	0.46153846153846156	76	0.40789473684210525	279	0.4659498207885305	194	0.5	65	0.4461538461538462	293	0.5051194539249146	82	0.5365853658536586	107	0.4392523364485981	69	0.36231884057971014	55	0.509090909090909	99	0.43434343434343436	42	0.5	126	0.46825396825396826	44	0.5681818181818182	179	0.553072625698324	74	0.4864864864864865	320	0.45625	25	0.44	157	0.4968152866242038	116	0.45689655172413796	36	0.5277777777777778	
-33	65	0.5384615384615384	108	0.5185185185185185	131	0.5190839694656488	197	0.5431472081218274	29	0.4827586206896552	24	0.5	143	0.4965034965034965	53	0.33962264150943394	123	0.5040650406504065	68	0.45588235294117646	73	0.5205479452054794	113	0.5132743362831859	42	0.3333333333333333	225	0.4888888888888889	129	0.4883720930232558	57	0.40350877192982454	25	0.68	145	0.5310344827586206	22	0.5	167	0.5389221556886228	57	0.5263157894736842	135	0.6074074074074074	163	0.5030674846625767	90	0.5222222222222223	65	0.5230769230769231	70	0.45714285714285713	83	0.4578313253012048	123	0.5284552845528455	
-34	125	0.568	54	0.5925925925925926	71	0.6056338028169014	150	0.4866666666666667	42	0.5476190476190477	129	0.5503875968992248	115	0.4608695652173913	45	0.5777777777777777	23	0.43478260869565216	66	0.4696969696969697	279	0.5089605734767025	61	0.639344262295082	85	0.5058823529411764	24	0.3333333333333333	32	0.5	65	0.5692307692307692	44	0.4318181818181818	347	0.4956772334293948	48	0.5416666666666666	262	0.44656488549618323	33	0.3939393939393939	76	0.4342105263157895	50	0.44	118	0.5254237288135594	200	0.465	30	0.4666666666666667	129	0.5503875968992248	96	0.4583333333333333	
-35	50	0.5	64	0.46875	104	0.5288461538461539	32	0.5	136	0.5588235294117647	47	0.5106382978723404	38	0.5263157894736842	145	0.503448275862069	105	0.49523809523809526	29	0.6206896551724138	61	0.5737704918032787	54	0.5185185185185185	121	0.4793388429752066	177	0.480225988700565	231	0.5064935064935064	27	0.4074074074074074	225	0.4888888888888889	38	0.6052631578947368	393	0.4732824427480916	178	0.4887640449438202	106	0.5	38	0.4473684210526316	159	0.4276729559748428	362	0.5165745856353591	61	0.4426229508196721	131	0.5343511450381679	143	0.45454545454545453	87	0.5517241379310345	
-36	89	0.4157303370786517	62	0.5161290322580645	59	0.5084745762711864	73	0.4383561643835616	113	0.4424778761061947	67	0.47761194029850745	107	0.4953271028037383	99	0.5555555555555556	261	0.4559386973180077	199	0.49246231155778897	62	0.5483870967741935	68	0.47058823529411764	87	0.6091954022988506	86	0.5	172	0.4941860465116279	59	0.5084745762711864	43	0.4418604651162791	59	0.3898305084745763	102	0.5	82	0.4878048780487805	69	0.5217391304347826	47	0.5106382978723404	25	0.56	85	0.5411764705882353	148	0.5202702702702703	187	0.48128342245989303	139	0.43884892086330934	111	0.4774774774774775	
-37	37	0.5945945945945946	73	0.5068493150684932	102	0.49019607843137253	70	0.5	177	0.4745762711864407	147	0.4897959183673469	28	0.6785714285714286	72	0.6111111111111112	41	0.5609756097560976	168	0.5178571428571429	62	0.46774193548387094	51	0.5686274509803921	29	0.6551724137931034	31	0.6129032258064516	92	0.4782608695652174	86	0.5465116279069767	145	0.42758620689655175	28	0.5	60	0.5	107	0.5420560747663551	98	0.3877551020408163	107	0.4485981308411215	112	0.42857142857142855	107	0.4766355140186916	326	0.5	30	0.4666666666666667	92	0.5652173913043478	146	0.4041095890410959	
-38	15	0.3333333333333333	155	0.5161290322580645	18	0.2777777777777778	93	0.41935483870967744	41	0.5609756097560976	96	0.4270833333333333	130	0.5230769230769231	211	0.5023696682464455	40	0.475	34	0.5588235294117647	255	0.5686274509803921	107	0.514018691588785	54	0.5	43	0.5348837209302325	168	0.5773809523809523	295	0.49491525423728816	45	0.5555555555555556	42	0.5714285714285714	274	0.5182481751824818	63	0.5396825396825397	214	0.4953271028037383	83	0.4457831325301205	168	0.5119047619047619	208	0.5336538461538461	116	0.47413793103448276	58	0.39655172413793105	91	0.5604395604395604	349	0.5530085959885387	
-39	233	0.49356223175965663	77	0.4155844155844156	58	0.6206896551724138	48	0.4583333333333333	87	0.4942528735632184	130	0.49230769230769234	58	0.4827586206896552	77	0.4805194805194805	81	0.5061728395061729	286	0.513986013986014	163	0.5153374233128835	39	0.38461538461538464	32	0.46875	32	0.375	207	0.4444444444444444	98	0.5306122448979592	76	0.5789473684210527	159	0.5345911949685535	132	0.5075757575757576	83	0.4819277108433735	91	0.5714285714285714	132	0.45454545454545453	88	0.4659090909090909	116	0.5172413793103449	28	0.6071428571428571	193	0.46632124352331605	124	0.4838709677419355	184	0.4945652173913043	
-40	46	0.5434782608695652	38	0.4473684210526316	442	0.49095022624434387	42	0.5476190476190477	33	0.3939393939393939	33	0.42424242424242425	79	0.5063291139240507	66	0.5303030303030303	99	0.46464646464646464	123	0.5284552845528455	168	0.48214285714285715	117	0.5470085470085471	46	0.5217391304347826	25	0.4	97	0.4536082474226804	25	0.4	51	0.49019607843137253	78	0.6153846153846154	191	0.418848167539267	43	0.4418604651162791	196	0.5561224489795918	94	0.5	315	0.5333333333333333	140	0.5071428571428571	51	0.6470588235294118	30	0.6333333333333333	44	0.6363636363636364	257	0.5252918287937743	
-41	25	0.36	47	0.3617021276595745	40	0.475	91	0.42857142857142855	78	0.5	106	0.5566037735849056	75	0.5466666666666666	254	0.46062992125984253	40	0.5	51	0.39215686274509803	97	0.5979381443298969	76	0.5263157894736842	46	0.5217391304347826	111	0.4774774774774775	220	0.5181818181818182	91	0.4065934065934066	79	0.569620253164557	116	0.5689655172413793	91	0.4725274725274725	56	0.5535714285714286	98	0.42857142857142855	114	0.5	97	0.5257731958762887	117	0.5470085470085471	65	0.4461538461538462	144	0.4930555555555556	37	0.40540540540540543	55	0.5272727272727272	
-42	61	0.5409836065573771	101	0.37623762376237624	215	0.46511627906976744	87	0.5517241379310345	68	0.5147058823529411	226	0.49557522123893805	88	0.4431818181818182	276	0.4311594202898551	253	0.5217391304347826	68	0.45588235294117646	121	0.5289256198347108	18	0.3333333333333333	106	0.5471698113207547	164	0.5426829268292683	120	0.4583333333333333	104	0.5480769230769231	40	0.475	38	0.6052631578947368	49	0.5102040816326531	117	0.46153846153846156	191	0.5445026178010471	67	0.47761194029850745	151	0.5562913907284768	167	0.5149700598802395	43	0.6046511627906976	89	0.42696629213483145	154	0.487012987012987	78	0.44871794871794873	
-43	33	0.5454545454545454	139	0.48201438848920863	219	0.5068493150684932	110	0.4727272727272727	154	0.474025974025974	40	0.375	85	0.5058823529411764	113	0.4424778761061947	73	0.547945205479452	123	0.45528455284552843	71	0.4507042253521127	153	0.49673202614379086	77	0.44155844155844154	104	0.5576923076923077	167	0.46706586826347307	67	0.5671641791044776	80	0.5	59	0.5423728813559322	60	0.5333333333333333	88	0.45454545454545453	51	0.6274509803921569	238	0.5	52	0.5192307692307693	98	0.5204081632653061	57	0.5087719298245614	52	0.6538461538461539	291	0.5257731958762887	115	0.4434782608695652	
-44	57	0.6140350877192983	42	0.5	106	0.4716981132075472	166	0.4879518072289157	63	0.5714285714285714	224	0.48214285714285715	172	0.4941860465116279	177	0.5254237288135594	54	0.42592592592592593	21	0.42857142857142855	47	0.6170212765957447	76	0.40789473684210525	33	0.48484848484848486	40	0.55	127	0.5118110236220472	95	0.4631578947368421	168	0.48214285714285715	39	0.4358974358974359	481	0.5239085239085239	37	0.5405405405405406	107	0.5420560747663551	42	0.5952380952380952	144	0.4930555555555556	48	0.5	238	0.49159663865546216	169	0.5207100591715976	32	0.53125	290	0.4413793103448276	
